"source","rowId","owner","claimRisk","blockedReason","allowedBoundary","evidenceNeeded"
"c2-1902","native-ts/yoga-layout/enums.ts","V20-OGR-12-shared-platform-utilities","P2","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN; C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","native-ts/yoga-layout/index.ts","V20-OGR-12-shared-platform-utilities","P1","NOT_CLAIMABLE_AS_FEATURE_UNTIL_IMPORT_USE_OR_NO_LOSS_PROVEN; C2_SHARED_UTILITY_BASELINE_PRESENT_NO_NEW_ABSORPTION","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","outputStyles/loadOutputStylesDir.ts","V20-OGR-12-shared-platform-utilities","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","claim DSXU-owned generic mechanism only with owner/test/live evidence.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","plugins/bundled/index.ts","V20-OGR-04-mcp-skill-plugin-registry","P2","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","projectOnboardingState.ts","V20-OGR-12-shared-platform-utilities","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","claim DSXU-owned generic mechanism only with owner/test/live evidence.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","query.ts","V20-OGR-10-entry-query-tool-composition","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","query/config.ts","V20-OGR-10-entry-query-tool-composition","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","query/deps.ts","V20-OGR-10-entry-query-tool-composition","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","claim DSXU-owned generic mechanism only with owner/test/live evidence.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","QueryEngine.ts","V20-OGR-10-entry-query-tool-composition","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","remote/RemoteSessionManager.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","remote/SessionsWebSocket.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","replLauncher.tsx","V20-OGR-08-cli-command-transport","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","claim DSXU-owned generic mechanism only with owner/test/live evidence.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","screens/REPL.tsx","V20-OGR-06-ui-tui-visible-state","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/analytics/config.ts","V20-OGR-06-ui-tui-visible-state","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/analytics/datadog.ts","V20-OGR-06-ui-tui-visible-state","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/analytics/firstPartyEventLogger.ts","V20-OGR-06-ui-tui-visible-state","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/analytics/firstPartyEventLoggingExporter.ts","V20-OGR-06-ui-tui-visible-state","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/analytics/growthbook.ts","V20-OGR-06-ui-tui-visible-state","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/analytics/index.ts","V20-OGR-06-ui-tui-visible-state","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_EXCLUDED_OR_ADAPTED_BY_OWNER","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/analytics/metadata.ts","V20-OGR-06-ui-tui-visible-state","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/analytics/sink.ts","V20-OGR-06-ui-tui-visible-state","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/analytics/sinkKillswitch.ts","V20-OGR-06-ui-tui-visible-state","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/adminRequests.ts","V20-OGR-07-provider-migration-model-cost","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","claim DSXU-owned generic mechanism only with owner/test/live evidence.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/bootstrap.ts","V20-OGR-07-provider-migration-model-cost","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/claude.ts","V20-OGR-07-provider-migration-model-cost","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/client.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/dumpPrompts.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/emptyUsage.ts","V20-OGR-07-provider-migration-model-cost","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","claim DSXU-owned generic mechanism only with owner/test/live evidence.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/errors.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/errorUtils.ts","V20-OGR-07-provider-migration-model-cost","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/filesApi.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/grove.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/logging.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/metricsOptOut.ts","V20-OGR-07-provider-migration-model-cost","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/overageCreditGrant.ts","V20-OGR-07-provider-migration-model-cost","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/promptCacheBreakDetection.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/referral.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/sessionIngress.ts","V20-OGR-07-provider-migration-model-cost","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","claim DSXU-owned generic mechanism only with owner/test/live evidence.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/ultrareviewQuota.ts","V20-OGR-07-provider-migration-model-cost","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/usage.ts","V20-OGR-07-provider-migration-model-cost","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/api/withRetry.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/autoDream/autoDream.ts","V20-OGR-09-dsxu-engine-mainline","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/autoDream/config.ts","V20-OGR-09-dsxu-engine-mainline","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/autoDream/consolidationLock.ts","V20-OGR-12-shared-platform-utilities","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_EXCLUDED_OR_ADAPTED_BY_OWNER","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/autoDream/consolidationPrompt.ts","V20-OGR-12-shared-platform-utilities","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_EXCLUDED_OR_ADAPTED_BY_OWNER","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/awaySummary.ts","V20-OGR-09-dsxu-engine-mainline","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/claudeAiLimits.ts","V20-OGR-09-dsxu-engine-mainline","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/claudeAiLimitsHook.ts","V20-OGR-09-dsxu-engine-mainline","P2","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/compact/autoCompact.ts","V20-OGR-07-provider-migration-model-cost","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/compact/compact.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/compact/microCompact.ts","V20-OGR-07-provider-migration-model-cost","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/compact/sessionMemoryCompact.ts","V20-OGR-07-provider-migration-model-cost","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/compact/timeBasedMCConfig.ts","V20-OGR-07-provider-migration-model-cost","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/extractMemories/extractMemories.ts","V20-OGR-09-dsxu-engine-mainline","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/extractMemories/prompts.ts","V20-OGR-12-shared-platform-utilities","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","claim DSXU-owned generic mechanism only with owner/test/live evidence.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/internalLogging.ts","V20-OGR-12-shared-platform-utilities","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","claim DSXU-owned generic mechanism only with owner/test/live evidence.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/lsp/manager.ts","V20-OGR-10-entry-query-tool-composition","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/MagicDocs/magicDocs.ts","V20-OGR-12-shared-platform-utilities","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_EXCLUDED_OR_ADAPTED_BY_OWNER","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/MagicDocs/prompts.ts","V20-OGR-12-shared-platform-utilities","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_EXCLUDED_OR_ADAPTED_BY_OWNER","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/auth.ts","V20-OGR-04-mcp-skill-plugin-registry","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/channelAllowlist.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/channelNotification.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/channelPermissions.ts","V20-OGR-03-tool-permission-lifecycle","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/claudeai.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/client.ts","V20-OGR-04-mcp-skill-plugin-registry","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/config.ts","V20-OGR-04-mcp-skill-plugin-registry","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/headersHelper.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/normalization.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/officialRegistry.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/types.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/useManageMCPConnections.ts","V20-OGR-04-mcp-skill-plugin-registry","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/utils.ts","V20-OGR-04-mcp-skill-plugin-registry","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mcp/vscodeSdkMcp.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/mockRateLimits.ts","V20-OGR-09-dsxu-engine-mainline","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/notifier.ts","V20-OGR-12-shared-platform-utilities","P3","NOT_CLAIMABLE_UNTIL_OWNER_DECISION_CLOSED; C2_REVIEW_CANDIDATE_MAPPED_TO_NAMED_OWNER","claim DSXU-owned generic mechanism only with owner/test/live evidence.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/oauth/auth-code-listener.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/oauth/client.ts","V20-OGR-04-mcp-skill-plugin-registry","P0","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
"c2-1902","services/oauth/getOauthProfile.ts","V20-OGR-04-mcp-skill-plugin-registry","P1","NOT_CLAIMABLE_UNTIL_GENERIC_MECHANISM_REVIEWED; C2_PRODUCT_SPECIFIC_REFERENCE_EXCLUDED_OR_ADAPTED","do not claim as reference feature parity.","Named DSXU owner, source/test/live evidence, no reference-product parity wording, and release claim binder approval."
