"ownerPacket","path","statusCode","reviewState","present","directory","sourceFileCount","productScanned","testEvidence","redlineCount","redlines","decision"
"V20-OGR-05-agent-task-lifecycle","src/components/agents/new-agent-creation/wizard-steps/MethodStep.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/agents/new-agent-creation/wizard-steps/ModelStep.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/agents/new-agent-creation/wizard-steps/PromptStep.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/agents/new-agent-creation/wizard-steps/ToolsStep.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/agents/new-agent-creation/wizard-steps/TypeStep.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/agents/types.ts","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/agents/utils.ts","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/agents/validateAgent.ts","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/Byline.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/Dialog.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/Divider.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/FuzzyPicker.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/KeyboardShortcutHint.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/ListItem.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/LoadingState.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/Pane.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/ProgressBar.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/Ratchet.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/StatusIcon.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/Tabs.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/ThemeProvider.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/ThemedBox.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/design-system/ThemedText.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/diff/DiffDetailView.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/diff/DiffDialog.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/diff/DiffFileList.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/grove/Grove.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/hooks/HooksConfigMenu.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/hooks/PromptDialog.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/hooks/SelectEventMode.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/hooks/SelectHookMode.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/hooks/SelectMatcherMode.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/CapabilitiesSection.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/MCPAgentServerMenu.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/MCPListPanel.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/MCPReconnect.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/MCPRemoteServerMenu.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/MCPSettings.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/MCPStdioServerMenu.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/MCPToolDetailView.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/MCPToolListView.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/McpParsingWarnings.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/index.ts","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/mcp/utils/reconnectHelpers.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/memory/MemoryFileSelector.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/memory/MemoryUpdateNotification.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messageActions.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/AdvisorMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/AssistantRedactedThinkingMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/AssistantTextMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/AssistantThinkingMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/AssistantToolUseMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/AttachmentMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/CollapsedReadSearchContent.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/CompactBoundaryMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/GroupedToolUseContent.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/HighlightedThinkingText.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/HookProgressMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/PlanApprovalMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/RateLimitMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/ShutdownMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/SystemAPIErrorMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/SystemTextMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/TaskAssignmentMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserAgentNotificationMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserBashInputMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserBashOutputMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserChannelMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserCommandMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserImageMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserLocalCommandOutputMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserMemoryInputMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserPlanMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserPromptMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserResourceUpdateMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserTeammateMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserTextMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserToolResultMessage/RejectedPlanMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserToolResultMessage/RejectedToolUseMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserToolResultMessage/UserToolCanceledMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserToolResultMessage/UserToolErrorMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","1","provider-fallback-runtime","RUNTIME_REDLINE_REQUIRES_OWNER_DECISION"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserToolResultMessage/UserToolRejectMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","1","provider-fallback-runtime","RUNTIME_REDLINE_REQUIRES_OWNER_DECISION"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserToolResultMessage/UserToolResultMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserToolResultMessage/UserToolSuccessMessage.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/UserToolResultMessage/utils.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/nullRenderingAttachments.ts","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/teamMemCollapsed.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-05-agent-task-lifecycle","src/components/messages/teamMemSaved.ts","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/AskUserQuestionPermissionRequest/AskUserQuestionPermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/AskUserQuestionPermissionRequest/PreviewBox.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/AskUserQuestionPermissionRequest/PreviewQuestionView.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/AskUserQuestionPermissionRequest/QuestionNavigationBar.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/AskUserQuestionPermissionRequest/QuestionView.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/AskUserQuestionPermissionRequest/SubmitQuestionsView.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/AskUserQuestionPermissionRequest/use-multiple-choice-state.ts","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/BashPermissionRequest/BashPermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/BashPermissionRequest/bashToolUseOptions.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/ComputerUseApproval/ComputerUseApproval.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/EnterPlanModePermissionRequest/EnterPlanModePermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/ExitPlanModePermissionRequest/ExitPlanModePermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/FallbackPermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/FileEditPermissionRequest/FileEditPermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/FilePermissionDialog/FilePermissionDialog.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/FilePermissionDialog/ideDiffConfig.ts","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/FilePermissionDialog/permissionOptions.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/FilePermissionDialog/useFilePermissionDialog.ts","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/FilePermissionDialog/usePermissionHandler.ts","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/FileWritePermissionRequest/FileWritePermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/FileWritePermissionRequest/FileWriteToolDiff.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/FilesystemPermissionRequest/FilesystemPermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/NotebookEditPermissionRequest/NotebookEditPermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/NotebookEditPermissionRequest/NotebookEditToolDiff.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/PermissionDecisionDebugInfo.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/PermissionDialog.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/PermissionExplanation.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/PermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/PermissionRequestTitle.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/PermissionRuleExplanation.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/PowerShellPermissionRequest/PowerShellPermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/PowerShellPermissionRequest/powershellToolUseOptions.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/SandboxPermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/SedEditPermissionRequest/SedEditPermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-04-mcp-skill-plugin-registry","src/components/permissions/SkillPermissionRequest/SkillPermissionRequest.tsx","M","high-risk-owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/WebFetchPermissionRequest/WebFetchPermissionRequest.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/WorkerBadge.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/WorkerPendingPermission.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/hooks.ts","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/rules/AddPermissionRules.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
"V20-OGR-06-ui-tui-visible-state","src/components/permissions/rules/AddWorkspaceDirectory.tsx","M","owner-review-required","yes","no","1","yes","no","0","","OWNER_REDLINE_CLEAR_PENDING_GIT_SIGNOFF"
