"path","ext","kind","bytes","lines","reasonixMechanisms","performanceVectors","dsxuAbsorptionOwner","absorptionDecision"
"desktop/src-tauri/icons/ios/AppIcon-20x20@1x.png",".png","asset","644","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-20x20@2x.png",".png","asset","1278","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-20x20@2x-1.png",".png","asset","1278","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-20x20@3x.png",".png","asset","1839","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-29x29@1x.png",".png","asset","941","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-29x29@2x.png",".png","asset","1783","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-29x29@2x-1.png",".png","asset","1783","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-29x29@3x.png",".png","asset","2599","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-40x40@1x.png",".png","asset","1278","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-40x40@2x.png",".png","asset","2387","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-40x40@2x-1.png",".png","asset","2387","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-40x40@3x.png",".png","asset","3466","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-512@2x.png",".png","asset","36508","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-60x60@2x.png",".png","asset","3466","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-60x60@3x.png",".png","asset","5085","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-76x76@1x.png",".png","asset","2232","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-76x76@2x.png",".png","asset","4549","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/ios/AppIcon-83.5x83.5@2x.png",".png","asset","4847","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/Square107x107Logo.png",".png","asset","3126","0","context-recovery","memory-io-risk","Context / recovery / compact owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/Square142x142Logo.png",".png","asset","4015","0","context-recovery","memory-io-risk","Context / recovery / compact owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/Square150x150Logo.png",".png","asset","4485","0","context-recovery","memory-io-risk","Context / recovery / compact owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/Square284x284Logo.png",".png","asset","7881","0","context-recovery","memory-io-risk","Context / recovery / compact owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/Square30x30Logo.png",".png","asset","964","0","context-recovery","memory-io-risk","Context / recovery / compact owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/Square310x310Logo.png",".png","asset","8615","0","context-recovery","memory-io-risk","Context / recovery / compact owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/Square44x44Logo.png",".png","asset","1415","0","context-recovery","memory-io-risk","Context / recovery / compact owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/Square71x71Logo.png",".png","asset","2134","0","context-recovery","memory-io-risk","Context / recovery / compact owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/Square89x89Logo.png",".png","asset","2745","0","context-recovery","memory-io-risk","Context / recovery / compact owner","exclude-product-specific-asset"
"desktop/src-tauri/icons/StoreLogo.png",".png","asset","1538","0","context-recovery","memory-io-risk","Context / recovery / compact owner","exclude-product-specific-asset"
"desktop/src-tauri/nsis/English.nsh",".nsh","other-support","3217","34","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","review-only"
"desktop/src-tauri/nsis/SimpChinese.nsh",".nsh","other-support","2894","32","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","review-only"
"desktop/src-tauri/src/main.rs",".rs","rust-or-native-support","9371","268","tool-call-repair;visible-work-state;parallel-safe-dispatch;context-recovery","quality-positive-latency-risk;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-native-performance-idea-only"
"desktop/src-tauri/src/rpc.rs",".rs","rust-or-native-support","10321","312","tool-call-repair;parallel-safe-dispatch;mcp-skill-agent-envelope","quality-positive-latency-risk;latency-positive-ordering-risk;integration-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-native-performance-idea-only"
"desktop/src-tauri/tauri.conf.json",".json","config-or-build","1813","67","tool-result-budget;tool-call-repair","token-cache-positive;memory-positive;quality-positive-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-only"
"desktop/src-tauri/tauri.linux.conf.json",".json","config-or-build","77","8","tool-call-repair","quality-positive-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-only"
"desktop/src-tauri/tauri.macos.conf.json",".json","config-or-build","407","24","tool-call-repair","quality-positive-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-only"
"desktop/src-tauri/tauri.windows.conf.json",".json","config-or-build","85","8","tool-call-repair","quality-positive-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-only"
"desktop/tsconfig.json",".json","config-or-build","429","19","tool-call-repair","quality-positive-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-only"
"desktop/vite.config.ts",".ts","other-support","352","19","cache-first-loop;mcp-skill-agent-envelope","token-cache-positive;integration-risk","DeepSeek route / cost / cache owner","review-only"
"docs/.nojekyll",".nojekyll","docs","0","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-reference-boundary-only"
"docs/arch-i18n.js",".js","docs","19431","295","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/architecture.html",".html","docs","30308","568","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/ARCHITECTURE.md",".md","docs","12560","242","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/assets/feature-grid.svg",".svg","docs","7074","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-reference-boundary-only"
"docs/assets/feature-grid.zh-CN.svg",".svg","docs","7160","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-reference-boundary-only"
"docs/assets/hero-stats.svg",".svg","docs","1495","0","evidence-release-claim","observability-io-risk","Evidence / release claim owner","use-as-reference-boundary-only"
"docs/assets/hero-stats.zh-CN.svg",".svg","docs","1488","0","evidence-release-claim","observability-io-risk","Evidence / release claim owner","use-as-reference-boundary-only"
"docs/assets/hero-terminal.svg",".svg","docs","2638","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-reference-boundary-only"
"docs/assets/hero-terminal.zh-CN.svg",".svg","docs","2642","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-reference-boundary-only"
"docs/assets/og-card.png",".png","docs","440242","0","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","use-as-reference-boundary-only"
"docs/assets/og-card.svg",".svg","docs","2993","0","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","use-as-reference-boundary-only"
"docs/assets/pillars.svg",".svg","docs","3441","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-reference-boundary-only"
"docs/assets/pillars.zh-CN.svg",".svg","docs","3436","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-reference-boundary-only"
"docs/cli-reference.html",".html","docs","35302","855","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/CLI-REFERENCE.md",".md","docs","10245","220","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/cli-ref-i18n.js",".js","docs","7556","171","visible-work-state;permission-tool-gate;context-recovery;mcp-skill-agent-envelope","ui-latency-risk;safety-positive-latency-risk;memory-io-risk;integration-risk","TUI / work-state timeline owner","use-as-reference-boundary-only"
"docs/configuration.html",".html","docs","33362","761","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/design/agent-dashboard.html",".html","docs","212753","3378","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/design/agent-tui-terminal.html",".html","docs","185540","2165","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/download.html",".html","docs","1946","42","visible-work-state;deepseek-route-cost-control","ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/favicon.svg",".svg","docs","568","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-reference-boundary-only"
"docs/guide.css",".css","docs","6585","294","tool-result-budget;visible-work-state","token-cache-positive;memory-positive;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-reference-boundary-only"
"docs/guide-i18n.js",".js","docs","21029","397","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/i18n.js",".js","docs","26604","571","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/index.html",".html","docs","5657","118","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/logo.svg",".svg","docs","3941","0","context-recovery","memory-io-risk","Context / recovery / compact owner","use-as-reference-boundary-only"
"docs/motion.js",".js","docs","2434","77","cache-first-loop;tool-call-repair;visible-work-state;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/qq-connect.md",".md","docs","3817","136","permission-tool-gate;context-recovery;deepseek-route-cost-control","safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/qq-connect.zh-CN.md",".md","docs","3641","92","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-reference-boundary-only"
"docs/rfcs/0001-multi-context-orchestrator.issue.md",".md","docs","45728","938","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/rfcs/0001-multi-context-orchestrator.md",".md","docs","10837","214","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/robots.txt",".txt","docs","90","5","permission-tool-gate;deepseek-route-cost-control;mcp-skill-agent-envelope","safety-positive-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/sitemap.xml",".xml","docs","1336","28","tool-call-repair;visible-work-state;deepseek-route-cost-control","quality-positive-latency-risk;ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/agents.jsx",".jsx","docs","6251","116","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/app.jsx",".jsx","docs","1533","50","cache-first-loop;tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/community.jsx",".jsx","docs","5631","121","tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/config.jsx",".jsx","docs","15604","391","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/download-page.jsx",".jsx","docs","8459","203","cache-first-loop;tool-result-budget;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/faq.jsx",".jsx","docs","6151","94","cache-first-loop;tool-result-budget;tool-call-repair;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/features.jsx",".jsx","docs","3525","86","cache-first-loop;tool-result-budget;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/fonts.css",".css","docs","792","12","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","use-as-reference-boundary-only"
"docs/src/footer.jsx",".jsx","docs","3420","68","cache-first-loop;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/hero.jsx",".jsx","docs","7326","175","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/i18n.jsx",".jsx","docs","1621","53","cache-first-loop;context-recovery","token-cache-positive;memory-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/icons.jsx",".jsx","docs","6443","122","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","use-as-reference-boundary-only"
"docs/src/install.jsx",".jsx","docs","6495","116","cache-first-loop;tool-result-budget;visible-work-state;deepseek-route-cost-control","token-cache-positive;memory-positive;ui-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/mirrors.jsx",".jsx","docs","7546","211","cache-first-loop;tool-call-repair;visible-work-state;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/nav.jsx",".jsx","docs","2843","72","visible-work-state;deepseek-route-cost-control;mcp-skill-agent-envelope","ui-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/roadmap.jsx",".jsx","docs","3527","87","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;parallel-safe-dispatch;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;latency-positive-ordering-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/src/styles.css",".css","docs","38836","1658","cache-first-loop;visible-work-state;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;ui-latency-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"docs/styles.css",".css","docs","34936","1604","visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"examples/basic-chat.ts",".ts","example","640","26","cache-first-loop;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-demo-pattern-only"
"examples/mcp-server-demo.ts",".ts","example","6757","239","tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","use-as-demo-pattern-only"
"examples/replay-and-diff.ts",".ts","example","2659","71","cache-first-loop;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-demo-pattern-only"
"examples/tool-use.ts",".ts","example","1020","44","cache-first-loop;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-demo-pattern-only"
"LICENSE","","docs","1078","22","permission-tool-gate","safety-positive-latency-risk","Permission / Tool Gate owner","use-as-reference-boundary-only"
"package.json",".json","config-or-build","3596","120","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;deepseek-route-cost-control;mcp-skill-agent-envelope","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;cost-positive-routing-risk;integration-risk","DeepSeek route / cost / cache owner","review-only"
"package-lock.json",".json","config-or-build","241444","7035","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;parallel-safe-dispatch;context-recovery;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;latency-positive-ordering-risk;memory-io-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"README.md",".md","docs","18656","304","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"README.zh-CN.md",".md","docs","15483","236","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"REASONIX.md",".md","other-support","3699","74","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/copy-dashboard-vendor-css.mjs",".mjs","config-or-build","863","21","tool-call-repair;visible-work-state;context-recovery","quality-positive-latency-risk;ui-latency-risk;memory-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-only"
"scripts/coverage-summary.mjs",".mjs","config-or-build","1281","45","tool-call-repair;context-recovery;evidence-release-claim","quality-positive-latency-risk;memory-io-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-only"
"scripts/ctrlc-probe.mjs",".mjs","config-or-build","967","29","tool-result-budget;tool-call-repair;context-recovery;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/dev-prepare.mjs",".mjs","config-or-build","891","25","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","review-only"
"scripts/perf/analyze-cpu-prof.mjs",".mjs","config-or-build","3341","117","tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/perf/profile-tui-streaming.tsx",".tsx","other-support","4412","134","cache-first-loop;tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/perf/profile-tui-sync.tsx",".tsx","other-support","2920","89","cache-first-loop;tool-result-budget;visible-work-state;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","review-only"
"scripts/prepare-tokenizer.ts",".ts","other-support","880","24","tool-result-budget;tool-call-repair;deepseek-route-cost-control","token-cache-positive;memory-positive;quality-positive-latency-risk;cost-positive-routing-risk","DeepSeek route / cost / cache owner","review-only"
