"statusCode","path","ownerPacket","reviewState","recommendedAction"
"M","src/commands/skills/skills.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/DsxuCodeHint/PluginHintMenu.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/CapabilitiesSection.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/index.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/MCPAgentServerMenu.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/MCPListPanel.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/McpParsingWarnings.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/MCPReconnect.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/MCPRemoteServerMenu.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/MCPSettings.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/MCPStdioServerMenu.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/MCPToolDetailView.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/MCPToolListView.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/mcp/utils/reconnectHelpers.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/MCPServerApprovalDialog.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/MCPServerDesktopImportDialog.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/MCPServerDialogCopy.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/MCPServerMultiselectDialog.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/permissions/SkillPermissionRequest/SkillPermissionRequest.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/SkillImprovementSurvey.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/components/skills/SkillsMenu.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/dsxu/engine/__tests__/c05-mcp-brief-remote-cron-absorption-clean.test.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/dsxu/engine/__tests__/mcp-client.test.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/dsxu/engine/skills-registry-v1.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/hooks/notifs/useMcpConnectivityStatus.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/hooks/notifs/usePluginAutoupdateNotification.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/hooks/notifs/usePluginInstallationStatus.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/hooks/useLspPluginRecommendation.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/hooks/useManagePlugins.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/hooks/usePluginRecommendationBase.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/hooks/useSkillImprovementSurvey.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/hooks/useSkillsChange.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/migrations/migrateEnableAllProjectMcpServersToSettings.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/plugins/builtinPlugins.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"??","src/services/mcp/__tests__/","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/auth.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/channelAllowlist.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/channelNotification.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/channelPermissions.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/client.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/config.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"??","src/services/mcp/doctor.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/dsxuProvider.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/elicitationHandler.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/envExpansion.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/headersHelper.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/InProcessTransport.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/MCPConnectionManager.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/mcpStringUtils.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/normalization.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/oauthPort.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/officialRegistry.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"??","src/services/mcp/providerConnectorMigration.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/SdkControlTransport.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/types.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/useManageMCPConnections.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/utils.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/vscodeSdkMcp.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/xaa.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcp/xaaIdpLogin.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/mcpServerApproval.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/plugins/pluginCliCommands.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/plugins/PluginInstallationManager.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/services/plugins/pluginOperations.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/batch.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/dsxuApi.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/dsxuApiContent.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/DsxuBrowserProvider.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/index.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/loop.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/loremIpsum.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/remember.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/scheduleRemoteAgents.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/simplify.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/skillify.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/stuck.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundled/updateConfig.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/bundledSkills.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/loadSkillsDir.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/skills/mcpSkillBuilders.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/types/plugin.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/desktopMcpImport.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/dsxuBrowserProvider/mcpServer.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/hooks/skillImprovement.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/mcp/dateTimeParser.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/mcp/elicitationValidation.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/mcpInstructionsDelta.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/mcpOutputStorage.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/mcpValidation.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/mcpWebSocketTransport.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/addDirPluginSettings.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/cacheUtils.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/hintRecommendation.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/installedPluginsManager.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/loadPluginAgents.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/loadPluginCommands.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/loadPluginHooks.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/managedPlugins.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/marketplaceManager.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/mcpPluginIntegration.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/officialMarketplaceGcs.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/officialMarketplaceStartupCheck.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/orphanedPluginFilter.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/pluginAutoupdate.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/pluginDirectories.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/pluginLoader.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/pluginOptionsStorage.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/pluginStartupCheck.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/refresh.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/schemas.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/validatePlugin.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/zipCache.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/plugins/zipCacheAdapters.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/skills/skillChangeDetector.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/utils/telemetry/pluginTelemetry.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner"
"M","src/cli/handlers/agents.ts","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/commands/agents/agents.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/commands/agents/index.ts","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/commands/tasks/index.ts","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/commands/tasks/tasks.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/AgentProgressLine.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/AgentDetail.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/AgentEditor.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/agentFileUtils.ts","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/AgentNavigationFooter.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/AgentsList.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/AgentsMenu.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/ColorPicker.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/generateAgent.ts","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/ModelSelector.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/CreateAgentWizard.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/ColorStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/ConfirmStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/ConfirmStepWrapper.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/DescriptionStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/GenerateStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/LocationStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/MemoryStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/MethodStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/ModelStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/PromptStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/ToolsStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/new-agent-creation/wizard-steps/TypeStep.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/ToolSelector.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/types.ts","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/utils.ts","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/agents/validateAgent.ts","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/CoordinatorAgentStatus.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/FallbackToolUseErrorMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/FallbackToolUseRejectedMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/FileEditToolUpdatedMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/FileEditToolUseRejectedMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/Message.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/messageActions.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/MessageModel.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/MessageResponse.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/MessageRow.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/Messages.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/messages/AdvisorMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/messages/AssistantRedactedThinkingMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/messages/AssistantTextMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/messages/AssistantThinkingMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/messages/AssistantToolUseMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/messages/AttachmentMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/messages/CollapsedReadSearchContent.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/messages/CompactBoundaryMessage.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
"M","src/components/messages/GroupedToolUseContent.tsx","V20-OGR-05-agent-task-lifecycle","high-risk-owner-review-required","prove-single-agent-task-lifecycle"
