"path","surface","severity","filenameHits","contentHits","lineHits","requiredAction"
"docs/generated/DSXU_V20_OWNER_PACKET_RUNTIME_REDLINE_REVIEW_20260514.csv","historical-evidence","allowed-evidence","V20","v18;v19;v20;V20","919","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_RUNTIME_REDLINE_REVIEW_20260515.csv","historical-evidence","allowed-evidence","V20","v18;v19;v20;V20","1602","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_RUNTIME_REDLINE_REVIEW_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","v20;V20","7","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_RUNTIME_REDLINE_REVIEW_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","10","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_SIGNOFF_EXECUTION_20260514.csv","historical-evidence","allowed-evidence","V20","V20","17","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_SIGNOFF_EXECUTION_20260515.csv","historical-evidence","allowed-evidence","V20","V20","17","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_SIGNOFF_EXECUTION_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","V20","5","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_SIGNOFF_EXECUTION_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20;v8","7","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_SIGNOFF_EXECUTION_UPDATE_20260514.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_SIGNOFF_EXECUTION_UPDATE_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","v20;V20","6","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_SIGNOFF_MATRIX_20260514.csv","historical-evidence","allowed-evidence","V20","V20","17","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_SIGNOFF_MATRIX_20260515.csv","historical-evidence","allowed-evidence","V20","V20","17","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_SIGNOFF_MATRIX_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_OWNER_PACKET_SIGNOFF_MATRIX_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20;v8","18","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_P12_TARGET_COLLECTION_PACK_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_P12_TARGET_COLLECTION_WORK_ORDERS_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_P12_TARGET_MANIFEST_CONTRACT_BOARD_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_P12_TARGET_MANIFEST_CONTRACT_BOARD_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_P12_TARGET_MANIFEST_DISCOVERY_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_P12_TARGET_MANIFEST_DISCOVERY_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_P12_TARGET_MANIFEST_INTAKE_20260515.csv","historical-evidence","allowed-evidence","V20","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_P12_TARGET_MANIFEST_INTAKE_20260515.json","historical-evidence","allowed-evidence","V20","v20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_POST_AUTHORIZATION_VERIFICATION_PLAN_20260515.csv","historical-evidence","allowed-evidence","V20","v20;V20","2","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_POST_AUTHORIZATION_VERIFICATION_PLAN_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","3","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_PROJECT_INTAKE_OWNER_REVIEW_20260514.json","historical-evidence","allowed-evidence","V20","v20;V20","3","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_REAL_GAP_ACCEPTANCE_PACKETS_20260515.csv","historical-evidence","allowed-evidence","V20","V20","5","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_REAL_GAP_ACCEPTANCE_PROGRESS_20260515.json","historical-evidence","allowed-evidence","V20","v19;v20;V20;v8","55","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_REAL_GAP_ACCEPTANCE_SUMMARY_20260515.json","historical-evidence","allowed-evidence","V20","v20;V20","6","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_REAL_GAP_PRODUCTIZATION_REVIEW_20260514.csv","historical-evidence","allowed-evidence","V20","v19;v20;V20","12","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_REAL_GAP_PRODUCTIZATION_REVIEW_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","v20;V20","5","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_RELEASE_SURFACE_OWNER_EXECUTION_20260514.csv","historical-evidence","allowed-evidence","V20","V20","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_RELEASE_SURFACE_OWNER_EXECUTION_SUMMARY_20260514.json","historical-evidence","allowed-evidence","V20","V19;v20;V20","4","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_SIX_STAGE_TEST_PLAN_20260515.csv","historical-evidence","allowed-evidence","V20","v18;V18;v20;V20","4","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_SIX_STAGE_TEST_PLAN_20260515.json","historical-evidence","allowed-evidence","V20","v18;V18;v20;V20","6","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V20_SOURCE_CLEANUP_REGISTER_20260514.csv","historical-evidence","allowed-evidence","V20","v18;v19","8","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_BASELINE_AUDIT_20260515.csv","historical-evidence","allowed-evidence","V24","v20;V24","3","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_BASELINE_AUDIT_20260515.json","historical-evidence","allowed-evidence","V24","v20;v24;V24","6","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_C2_1902_FULL_EVIDENCE_JOIN_20260515.csv","historical-evidence","allowed-evidence","V24","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_C2_1902_FULL_EVIDENCE_JOIN_20260515.json","historical-evidence","allowed-evidence","V24","V20;v24;V24","17","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_C2_FEATURE_ACCEPTANCE_MATRIX_20260515.csv","historical-evidence","allowed-evidence","V24","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_C2_FEATURE_ACCEPTANCE_MATRIX_20260515.json","historical-evidence","allowed-evidence","V24","v24","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_20260515.json","historical-evidence","allowed-evidence","V24","v24;V24","456","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_C2_LOOP_REAL_ACCEPTANCE_REVIEW_INPUT_20260515.json","historical-evidence","allowed-evidence","V24","v24;V24","32","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_C2_SECONDARY_LOOP_REBASELINE_20260515.csv","historical-evidence","allowed-evidence","V24","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_CLAUDE_EXPERIENCE_DENSITY_REBASELINE_20260515.csv","historical-evidence","allowed-evidence","V24","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_CLAUDE_EXPERIENCE_DENSITY_REBASELINE_20260515.json","historical-evidence","allowed-evidence","V24","v24;V24","2","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_CLEAN_EXPORT_ARTIFACT_20260515.json","historical-evidence","allowed-evidence","V24","V18;V20;v24;V24","33","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_COMPLETED_REACCEPTANCE_20260515.json","historical-evidence","allowed-evidence","V24","v24;V24","17","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_20260515.json","historical-evidence","allowed-evidence","V24","V20;v24;V24","22","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_COMPLEX_TASK_ACCEPTANCE_REVIEW_INPUT_20260515.json","historical-evidence","allowed-evidence","V24","V20;v24;V24","14","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_DEEPSEEK_RUNTIME_CONTRACT_20260515.csv","historical-evidence","allowed-evidence","V24","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_DEEPSEEK_RUNTIME_CONTRACT_20260515.json","historical-evidence","allowed-evidence","V24","v24","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_EXECUTION_BATCH_20260515.json","historical-evidence","allowed-evidence","V24","v24;V24","24","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_FRESH_INSTALL_RELEASE_SMOKE_20260515.json","historical-evidence","allowed-evidence","V24","V20;v24","26","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_GITHUB_OPEN_SOURCE_LAUNCH_PACK_20260515.json","historical-evidence","allowed-evidence","V24","V24","6","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_20260515.json","historical-evidence","allowed-evidence","V24","v24;V24","33","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_INTERACTIVE_TUI_ACCEPTANCE_REVIEW_INPUT_20260515.json","historical-evidence","allowed-evidence","V24","v24","24","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_LIVE_ACCEPTANCE_ROUTER_20260515.json","historical-evidence","allowed-evidence","V24","v24;V24","4","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_PRODUCT_BENCHMARK_DATA_PACK_20260515.json","historical-evidence","allowed-evidence","V24","v11;V20;v24;V24;v6;v7","32","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_PUBLIC_CHALLENGE_PACKAGE_20260515.json","historical-evidence","allowed-evidence","V24","v18;V18;V20;v24;V24","64","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_REDLINE_OWNER_PACKET_TRIAGE_20260515.csv","historical-evidence","allowed-evidence","V24","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_REDLINE_OWNER_PACKET_TRIAGE_20260515.json","historical-evidence","allowed-evidence","V24","v24","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_REFERENCE_EXPERIENCE_DENSITY_REBASELINE_20260515.csv","historical-evidence","allowed-evidence","V24","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_REFERENCE_EXPERIENCE_DENSITY_REBASELINE_20260515.json","historical-evidence","allowed-evidence","V24","v24;V24","2","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_RUNTIME_STUB_REDLINE_20260515.csv","historical-evidence","allowed-evidence","V24","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_RUNTIME_STUB_REDLINE_20260515.json","historical-evidence","allowed-evidence","V24","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_SECTION_4_5_EXPERIENCE_LOOP_AUDIT_20260515.json","historical-evidence","allowed-evidence","V24","v18;v19;v20;V20;v24;V24","40","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_SECTION_4_5_EXPERIENCE_LOOP_AUDIT_REVIEW_INPUT_20260515.json","historical-evidence","allowed-evidence","V24","v18;v19;v20;V20;v24;V24","34","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_SENIOR_CODING_WINDOW_20260515.json","historical-evidence","allowed-evidence","V24","v18;V19;v20;V20;v24;V24","162","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_SIX_STAGE_FINAL_TESTS_20260515.json","historical-evidence","allowed-evidence","V24","v18;V18;v20;V20;v24;V24","61","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_WORK_STATE_TIMELINE_ACCEPTANCE_20260515.csv","historical-evidence","allowed-evidence","V24","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V24_WORK_STATE_TIMELINE_ACCEPTANCE_20260515.json","historical-evidence","allowed-evidence","V24","v24","1","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V26_C2_CAPABILITY_LOSS_BOARD_20260515.csv","historical-evidence","allowed-evidence","V26","","0","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V26_C2_CAPABILITY_LOSS_BOARD_20260515.json","historical-evidence","allowed-evidence","V26","V20;v24;V24;v26;V26","202","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.csv","historical-evidence","allowed-evidence","V26","v10;V10;v11;V11;v12;V12;V13;v14;V14;V15;V16;v18;V18;v19;V19;v20;V20;v24;V24;v26;V26;v6;V6;v7;V7;v8;V8;v9;V9","407","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"docs/generated/DSXU_V26_NAMING_GOVERNANCE_BOARD_20260515.json","historical-evidence","allowed-evidence","V26","v10;v11;V11;v12;v14;v18;V18;V19;v20;V20;v24;v26;v8;v9","109","keep for traceability; future product docs should link through docs/evidence instead of copying this name"
"package-lock.json","other","ok","","V7","1","review before public release if exposed to users"
"package.json","package-entry","stable-alias-audited","","v20;v24;v26","45","do not remove historical scripts yet; script audit must keep stable aliases for product/release workflows"
"scripts/benchmark/dsxu-mainline-benchmark.ts","automation-script","watch-script-copy","","v10;v11;v8","6","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-acl-residue-closure-plan.ts","automation-script","watch-script-copy","","v20;V20","4","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-acl-residue-preflight.ts","automation-script","watch-script-copy","","v20;V20","5","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-clean-export-preflight.ts","automation-script","watch-script-copy","","v20;V20","5","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-commercial-ip-release-preflight.ts","automation-script","watch-script-copy","","v20;V20","5","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-live-cache-prefix-smoke.ts","automation-script","watch-script-copy","","v18;v19;v20;V20","4","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-live-provider-gate.ts","automation-script","watch-script-copy","","v18;v20;V20","4","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-owner-git-mutation-command-plan.ts","automation-script","watch-script-copy","","v20;V20","7","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-owner-git-mutation-preflight.ts","automation-script","watch-script-copy","","v20;V20","11","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-owner-git-product-stage-plan.ts","automation-script","watch-script-copy","","v20;V20","7","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-owner-git-stage-plan.ts","automation-script","watch-script-copy","","v20;V20","7","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-p12-target-manifest-contract-board.ts","automation-script","watch-script-copy","","v20;V20","6","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-p12-target-manifest-discovery.ts","automation-script","watch-script-copy","","v20;V20","3","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-p12-target-manifest-intake.ts","automation-script","watch-script-copy","","v20;V20","6","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-p12-target-reference-collection-pack.ts","automation-script","watch-script-copy","","v20;V20","3","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-toolchain-inventory.ts","automation-script","watch-script-copy","","v18","1","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-toolchain-repair.ts","automation-script","watch-script-copy","","v18","1","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v20-blocker-action-board.ts","automation-script","historical-script-shim","v20","v20;V20","11","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v20-closure-batch-runner.ts","automation-script","historical-script-shim","v20","v20;V20","16","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v20-final-preflight.ts","automation-script","historical-script-shim","v20","v20;V20","12","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v20-owner-git-authorization-board.ts","automation-script","historical-script-shim","v20","v20;V20","10","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v20-post-authorization-verification-plan.ts","automation-script","historical-script-shim","v20","v20;V20","9","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v20-six-stage-test-plan.ts","automation-script","historical-script-shim","v20","V18;v20;V20","8","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-c2-1902-full-evidence-join.ts","automation-script","historical-script-shim","v24","V20;v24;V24;v8","48","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-c2-loop-real-acceptance.ts","automation-script","historical-script-shim","v24","v24;V24;v8","16","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-clean-export-artifact.ts","automation-script","historical-script-shim","v24","V20;v24;V24","11","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-completed-reacceptance.ts","automation-script","historical-script-shim","v24","v24;V24","14","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-complex-task-acceptance.ts","automation-script","historical-script-shim","v24","V20;v24;V24","21","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-execution-batch.ts","automation-script","historical-script-shim","v24","v20;V20;v24;V24","53","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-fresh-install-release-smoke.ts","automation-script","historical-script-shim","v24","v24;V24","6","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-github-open-source-launch-pack.ts","automation-script","historical-script-shim","v24","V24","18","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-interactive-tui-acceptance.ts","automation-script","historical-script-shim","v24","v24;V24","14","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-live-acceptance-router.ts","automation-script","historical-script-shim","v24","v24;V24","13","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-product-benchmark-data-pack.ts","automation-script","historical-script-shim","v24","V20;v24;V24","17","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-public-challenge-package.ts","automation-script","historical-script-shim","v24","V20;v24;V24","18","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-section45-experience-loop-audit.ts","automation-script","historical-script-shim","v24","V20;v24;V24","33","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-senior-coding-window.ts","automation-script","historical-script-shim","v24","v24;V24","9","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v24-six-stage-final-tests.ts","automation-script","historical-script-shim","v24","v18;V18;v20;V20;v24;V24","15","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v26-c2-capability-loss-board.ts","automation-script","historical-script-shim","v26","V24;v26;V26","18","keep historical script for reproducibility; public docs must use stable capability aliases"
"scripts/dsxu-v26-naming-governance-board.ts","automation-script","historical-script-shim","v26","v10;v18;V18;V20;v24;v26;V26","11","keep historical script for reproducibility; public docs must use stable capability aliases"
"src/dsxu/engine/__tests__/A-2A-kairos-integration-harness.test.ts","test-evidence-source","historical-test-copy","","V10","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/H-4R-integration-harness.test.ts","test-evidence-source","historical-test-copy","","V10","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/agent-live-report-replay.test.ts","test-evidence-source","historical-test-copy","","v18;V18;v8","8","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/agent-long-run.test.ts","test-evidence-source","historical-test-copy","","v8;V8","15","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/agent-runtime-mainline-v1.test.ts","test-evidence-source","historical-test-copy","","v19","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/allowed-tools-permission-floor-v1.test.ts","test-evidence-source","historical-test-copy","","V18","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/baseline-failure-reporter.test.ts","test-evidence-source","historical-test-copy","","v18;V18","3","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/benchmark-readiness.test.ts","test-evidence-source","historical-test-copy","","V18","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/benchmark-runner-route-v1.test.ts","test-evidence-source","historical-test-copy","","v8;V8","2","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/code-terminal-runner.test.ts","test-evidence-source","historical-test-copy","","v18;V18","3","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/cold-mode-cost-planning-v1.test.ts","test-evidence-source","historical-test-copy","","v18","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/context-analysis-v1-clean.test.ts","test-evidence-source","historical-test-copy","","V10","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/controlled-failure-taxonomy.test.ts","test-evidence-source","historical-test-copy","","V18","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/coordinator-state-model-v1.test.ts","test-evidence-source","historical-test-copy","","V10","6","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/cost-cache-live-task-evidence.test.ts","test-evidence-source","historical-test-copy","","v19;V19","5","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/deepseek-v4-control-v1.test.ts","test-evidence-source","historical-test-copy","","V18;V8","2","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/direct-connect-and-query-contract-v1.test.ts","test-evidence-source","historical-test-copy","","V18;V19","4","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/dirty-quarantine-ledger.test.ts","test-evidence-source","historical-test-copy","","v18;V18;V20","5","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/docker-wsl-integration-health-v1.test.ts","test-evidence-source","historical-test-copy","","v18","2","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/edit-convergence-gate-v1.test.ts","test-evidence-source","historical-test-copy","","V18","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/engine.test.ts","test-evidence-source","historical-test-copy","","v20;V20","4","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/eval-baseline-manifest.test.ts","test-evidence-source","historical-test-copy","","v18;V18;v8","6","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/evidence-eval-pack.test.ts","test-evidence-source","historical-test-copy","","v18;V18","8","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/experience-live-report-ingest.test.ts","test-evidence-source","historical-test-copy","","v18;V18;v8;V8","12","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/experience-store-planning-context-v1.test.ts","test-evidence-source","historical-test-copy","","v18","2","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/extension-runtime-owner.test.ts","test-evidence-source","historical-test-copy","","V20","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/external-integration-owner.test.ts","test-evidence-source","historical-test-copy","","V20","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/file-edit-surgical-loop.test.ts","test-evidence-source","historical-test-copy","","v19;V19","10","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/final-report-usage-evidence-v1.test.ts","test-evidence-source","historical-test-copy","","v18","3","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/go-stop-decision.test.ts","test-evidence-source","historical-test-copy","","V18","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/goal-roadmap-contract.test.ts","test-evidence-source","historical-test-copy","","v11;V11","12","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/high-pressure-reference-absorption-contract-v1.test.ts","test-evidence-source","historical-test-copy","","V11","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/live-provider-gate-v1.test.ts","test-evidence-source","historical-test-copy","","v18","1","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/live-real-task-compare.test.ts","test-evidence-source","historical-test-copy","","v18;V18","2","test evidence may reference historical gates for reproducibility; new tests should use capability names"
"src/dsxu/engine/__tests__/mainline-completion-contract.test.ts","test-evidence-source","historical-test-copy","","v6","2","test evidence may reference historical gates for reproducibility; new tests should use capability names"
