"path","lines","owner","reasonixMechanism","status","staticRisks","recommendedAction"
"src/components/shell/ShellProgressMessage.tsx","150","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/shell/ShellTimeDisplay.tsx","74","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/ShowInIDEPrompt.tsx","170","TUI / visible-state owner","permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/SkillImprovementSurvey.tsx","152","TUI / visible-state owner","mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/skills/SkillsMenu.tsx","255","TUI / visible-state owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/Spinner.tsx","619","TUI / visible-state owner","context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/Spinner/FlashingChar.tsx","61","TUI / visible-state owner","deepseek-route-cost-control;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/Spinner/GlimmerMessage.tsx","328","TUI / visible-state owner","deepseek-route-cost-control;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/Spinner/index.ts","11","TUI / visible-state owner","deepseek-route-cost-control;mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/components/Spinner/ShimmerChar.tsx","36","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/Spinner/SpinnerAnimationRow.tsx","265","TUI / visible-state owner","deepseek-route-cost-control;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/components/Spinner/SpinnerGlyph.tsx","80","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/Spinner/teammateSelectHint.ts","2","TUI / visible-state owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/components/Spinner/TeammateSpinnerLine.tsx","300","TUI / visible-state owner","mcp-skill-agent-envelope;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/Spinner/TeammateSpinnerTree.tsx","131","TUI / visible-state owner","mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/Spinner/useShimmerAnimation.ts","32","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/components/Spinner/useStalledAnimation.ts","76","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/components/Spinner/utils.ts","85","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/Stats.tsx","1228","TUI / visible-state owner","context-recovery;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/StatusLine.tsx","310","TUI / visible-state owner","context-recovery;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/StatusNotices.tsx","55","TUI / visible-state owner","context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/StructuredDiff.tsx","194","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/StructuredDiff/colorDiff.ts","38","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/components/StructuredDiff/Fallback.tsx","487","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/StructuredDiffList.tsx","30","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TagTabs.tsx","139","TUI / visible-state owner","context-recovery;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TaskListV2.tsx","378","TUI / visible-state owner","context-recovery;mcp-skill-agent-envelope;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/tasks/AsyncAgentDetailDialog.tsx","229","TUI / visible-state owner","context-recovery;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/tasks/BackgroundTask.tsx","345","TUI / visible-state owner","mcp-skill-agent-envelope;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/tasks/BackgroundTasksDialog.tsx","652","TUI / visible-state owner","context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/tasks/BackgroundTaskStatus.tsx","429","TUI / visible-state owner","mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/tasks/DreamDetailDialog.tsx","251","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/tasks/InProcessTeammateDetailDialog.tsx","266","TUI / visible-state owner","context-recovery;mcp-skill-agent-envelope;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/tasks/RemoteSessionDetailDialog.tsx","916","TUI / visible-state owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;shell-side-effect-gate-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/tasks/RemoteSessionProgress.tsx","243","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/tasks/renderToolActivity.tsx","33","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/components/tasks/ShellDetailDialog.tsx","404","TUI / visible-state owner","context-recovery;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/tasks/ShellProgress.tsx","87","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/tasks/taskStatusUtils.tsx","101","TUI / visible-state owner","mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TeammateViewHeader.tsx","82","TUI / visible-state owner","mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/teams/TeamsDialog.tsx","715","TUI / visible-state owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/teams/TeamStatus.tsx","80","TUI / visible-state owner","context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TeleportError.tsx","190","TUI / visible-state owner","parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TeleportProgress.tsx","140","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TeleportRepoMismatchDialog.tsx","104","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TeleportResumeWrapper.tsx","167","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TeleportStash.tsx","116","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TextInput.tsx","124","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/ThemePicker.tsx","334","TUI / visible-state owner","context-recovery;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/ThinkingToggle.tsx","153","TUI / visible-state owner","context-recovery;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TokenWarning.tsx","179","TUI / visible-state owner","context-recovery;evidence-release-claim;parallel-safe-dispatch;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/ToolUseLoader.tsx","42","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/TrustDialog/TrustDialog.tsx","290","TUI / visible-state owner","context-recovery;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/TrustDialog/utils.ts","246","TUI / visible-state owner","permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/ui/OrderedList.tsx","71","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/ui/OrderedListItem.tsx","45","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/ui/TreeSelect.tsx","397","TUI / visible-state owner","context-recovery;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/ValidationErrorsList.tsx","148","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/components/VimTextInput.tsx","140","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/VirtualMessageList.tsx","1053","TUI / visible-state owner","context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/components/wizard/index.ts","10","TUI / visible-state owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/wizard/useWizard.ts","14","TUI / visible-state owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/wizard/WizardDialogLayout.tsx","65","TUI / visible-state owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/wizard/WizardNavigationFooter.tsx","24","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/wizard/WizardProvider.tsx","213","TUI / visible-state owner","context-recovery","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/components/WorkflowMultiselectDialog.tsx","128","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/components/WorktreeExitDialog.tsx","228","TUI / visible-state owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/constants/apiLimits.ts","95","Baseline product/runtime support owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/constants/betas.ts","55","Baseline product/runtime support owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/constants/common.ts","36","Baseline product/runtime support owner","context-recovery","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/constants/cyberRiskInstruction.ts","25","Baseline product/runtime support owner","context-recovery;permission-tool-gate","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/constants/errorIds.ts","16","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/constants/figures.ts","46","Baseline product/runtime support owner","mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/constants/files.ts","175","Baseline product/runtime support owner","deepseek-route-cost-control","implemented-or-integrated-mainline","brand-or-reference-surface-review;pro-admission-boundary-check;shell-side-effect-gate-check","??? hidden archived boundary ?? DSXU-owned ??????????????"
"src/constants/github-app.ts","153","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;permission-tool-gate","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/constants/keys.ts","12","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/constants/messages.ts","2","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","none-static","???? owner????? Reasonix ?????"
"src/constants/oauth.ts","292","Baseline product/runtime support owner","mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/constants/outputStyles.ts","217","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/constants/product.ts","80","Baseline product/runtime support owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/constants/prompts.ts","1016","Baseline product/runtime support owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/constants/providerMigrationProtocol.ts","52","Archived boundary / replace-delete review owner","mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","review-replace-delete-or-archived-boundary","pro-admission-boundary-check","?? owner/Git review??????? runtime ? README ???"
"src/constants/spinnerVerbs.ts","205","Baseline product/runtime support owner","evidence-release-claim;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/constants/system.ts","101","Baseline product/runtime support owner","context-recovery;deepseek-route-cost-control;parallel-safe-dispatch","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/constants/systemPromptSections.ts","87","Baseline product/runtime support owner","context-recovery;parallel-safe-dispatch","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/constants/toolLimits.ts","57","Baseline product/runtime support owner","cache-first-loop;context-recovery;parallel-safe-dispatch;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/constants/tools.ts","103","Baseline product/runtime support owner","mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;shell-side-effect-gate-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/constants/turnCompletionVerbs.ts","13","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","none-static","???? owner????? Reasonix ?????"
"src/constants/xml.ts","87","Baseline product/runtime support owner","mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/context.ts","190","TUI / visible-state owner","context-recovery;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/context/fpsMetrics.tsx","30","TUI / visible-state owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/context/mailbox.tsx","38","TUI / visible-state owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/context/modalContext.tsx","58","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/context/notifications.tsx","240","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/context/overlayContext.tsx","151","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/context/promptOverlayContext.tsx","125","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/context/QueuedMessageContext.tsx","63","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/context/stats.tsx","220","TUI / visible-state owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/context/voice.tsx","88","TUI / visible-state owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/coordinator/coordinatorMode.ts","378","Agent / task lifecycle owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/dag/__tests__/dag.test.ts","199","Agent / task lifecycle owner","context-recovery;parallel-safe-dispatch;visible-work-state","review-replace-delete-or-archived-boundary","possible-old-or-second-layer-candidate;shell-side-effect-gate-check","?? owner/Git review??????? runtime ? README ???"
"src/coordinator/dag/__tests__/persist.test.ts","84","Agent / task lifecycle owner","context-recovery;visible-work-state","review-replace-delete-or-archived-boundary","possible-old-or-second-layer-candidate;shell-side-effect-gate-check","?? owner/Git review??????? runtime ? README ???"
"src/coordinator/dag/index.ts","14","Agent / task lifecycle owner","no-direct-reasonix-overlap","review-replace-delete-or-archived-boundary","possible-old-or-second-layer-candidate;shell-side-effect-gate-check","?? owner/Git review??????? runtime ? README ???"
"src/coordinator/dag/persist.ts","231","Agent / task lifecycle owner","context-recovery;evidence-release-claim;permission-tool-gate;tool-call-repair;visible-work-state","review-replace-delete-or-archived-boundary","possible-old-or-second-layer-candidate;shell-side-effect-gate-check","?? owner/Git review??????? runtime ? README ???"
"src/coordinator/dag/runner.ts","230","Agent / task lifecycle owner","context-recovery;evidence-release-claim;parallel-safe-dispatch;permission-tool-gate;visible-work-state","review-replace-delete-or-archived-boundary","possible-old-or-second-layer-candidate;shell-side-effect-gate-check","?? owner/Git review??????? runtime ? README ???"
"src/coordinator/dag/templates.ts","112","Agent / task lifecycle owner","context-recovery","review-replace-delete-or-archived-boundary","possible-old-or-second-layer-candidate;shell-side-effect-gate-check","?? owner/Git review??????? runtime ? README ???"
"src/coordinator/dag/types.ts","43","Agent / task lifecycle owner","context-recovery;visible-work-state","review-replace-delete-or-archived-boundary","possible-old-or-second-layer-candidate;pro-admission-boundary-check;shell-side-effect-gate-check","?? owner/Git review??????? runtime ? README ???"
"src/coordinator/roles/__tests__/orchestrator.test.ts","285","Agent / task lifecycle owner","context-recovery","test-or-evidence-support","cache-prefix-drift-check;pro-admission-boundary-check;shell-side-effect-gate-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/roles/contract.ts","140","Agent / task lifecycle owner","context-recovery;parallel-safe-dispatch","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;shell-side-effect-gate-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/roles/index.ts","46","Agent / task lifecycle owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/coordinator/roles/message.ts","23","Agent / task lifecycle owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/coordinator/roles/orchestrator.ts","523","Agent / task lifecycle owner","context-recovery;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/coordinator/roles/README.md","114","Agent / task lifecycle owner","parallel-safe-dispatch","partial-review-needed","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/coordinator/roles/role-implementations.ts","431","Agent / task lifecycle owner","context-recovery;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;shell-side-effect-gate-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/tdd-gate/__tests__/gate.test.ts","118","Agent / task lifecycle owner","context-recovery;visible-work-state","test-or-evidence-support","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/tdd-gate/__tests__/runner.test.ts","84","Agent / task lifecycle owner","no-direct-reasonix-overlap","test-or-evidence-support","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/tdd-gate/contract.ts","49","Agent / task lifecycle owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/tdd-gate/extractor.ts","56","Agent / task lifecycle owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/coordinator/tdd-gate/gate.ts","57","Agent / task lifecycle owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/tdd-gate/generator.ts","63","Agent / task lifecycle owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/tdd-gate/index.ts","11","Agent / task lifecycle owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/coordinator/tdd-gate/post-write-hook.ts","131","Agent / task lifecycle owner","parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/tdd-gate/runner.ts","128","Agent / task lifecycle owner","parallel-safe-dispatch","partial-review-needed","pro-admission-boundary-check;shell-side-effect-gate-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/voting/clusterer.ts","113","Agent / task lifecycle owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/coordinator/voting/contract.ts","48","Agent / task lifecycle owner","no-direct-reasonix-overlap","partial-review-needed","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/coordinator/voting/index.ts","31","Agent / task lifecycle owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/coordinator/voting/similarity.ts","85","Agent / task lifecycle owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/coordinator/voting/voter.ts","95","Agent / task lifecycle owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/costHook.ts","23","Baseline product/runtime support owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/cost-tracker.ts","324","DeepSeek route / cost / cache owner","cache-first-loop;context-recovery;deepseek-route-cost-control","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/dialogLaunchers.tsx","133","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/dsxu/control-plane/controlJwt.ts","34","Baseline product/runtime support owner","tool-call-repair","baseline-support-no-direct-gap","none-static","??????????????? claim ????? evidence?"
