"statusCode","path","ownerPacket","reviewState","recommendedAction","source"
"M","src/tools/PowerShellTool/destructiveCommandWarning.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/PowerShellTool/gitSafety.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/PowerShellTool/modeValidation.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/PowerShellTool/pathValidation.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/PowerShellTool/powershellPermissions.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/PowerShellTool/powershellSecurity.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/PowerShellTool/PowerShellTool.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/PowerShellTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/PowerShellTool/toolName.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ReadMcpResourceTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ReadMcpResourceTool/ReadMcpResourceTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ReadMcpResourceTool/UI.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/RemoteTriggerTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"??","src/tools/RemoteTriggerTool/providerMigrationRemoteTriggerProvider.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/RemoteTriggerTool/RemoteTriggerTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/RemoteTriggerTool/UI.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/REPLTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/REPLTool/primitiveTools.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"??","src/tools/RunNativeTestTool/RunNativeTestTool.test.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/RunNativeTestTool/RunNativeTestTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ScheduleCronTool/CronCreateTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ScheduleCronTool/CronDeleteTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ScheduleCronTool/CronListTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ScheduleCronTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ScheduleCronTool/UI.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/shared/gitOperationTracking.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/shared/spawnMultiAgent.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/SkillTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/SkillTool/SkillTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/SkillTool/UI.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/SleepTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/SyntheticOutputTool/SyntheticOutputTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskCreateTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskCreateTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskCreateTool/TaskCreateTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskGetTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskGetTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskGetTool/TaskGetTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskListTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskListTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskListTool/TaskListTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskOutputTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskOutputTool/TaskOutputTool.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskStopTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskStopTool/TaskStopTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskStopTool/UI.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskUpdateTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskUpdateTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TaskUpdateTool/TaskUpdateTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TeamCreateTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TeamCreateTool/TeamCreateTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TeamCreateTool/UI.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TeamDeleteTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TeamDeleteTool/TeamDeleteTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TeamDeleteTool/UI.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/testing/TestingPermissionTool.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TodoWriteTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TodoWriteTool/TodoWriteTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ToolSearchTool/constants.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ToolSearchTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/ToolSearchTool/ToolSearchTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/TungstenTool/TungstenTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/utils.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/WebFetchTool/preapproved.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/WebFetchTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/WebFetchTool/UI.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/WebFetchTool/utils.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/WebFetchTool/WebFetchTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/WebSearchTool/UI.tsx","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/WebSearchTool/WebSearchTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/WorkflowTool/prompt.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/tools/WorkflowTool/WorkflowTool.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/types/hooks.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","ogr13-remap;owner-remap-20260515"
"M","src/utils/hooks.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register;owner-remap-20260515"
"M","src/utils/hooks/apiQueryHookHelper.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register;owner-remap-20260515"
"M","src/utils/hooks/AsyncHookRegistry.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register;owner-remap-20260515"
"M","src/utils/hooks/execAgentHook.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register;owner-remap-20260515"
"M","src/utils/hooks/execPromptHook.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register;owner-remap-20260515"
"M","src/utils/hooks/hookEvents.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register;owner-remap-20260515"
"M","src/utils/hooks/hooksConfigManager.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register;owner-remap-20260515"
"M","src/utils/hooks/hooksSettings.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register;owner-remap-20260515"
"M","src/utils/hooks/skillImprovement.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register;owner-remap-20260515"
"M","src/utils/permissions/autoModeState.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/bashClassifier.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/bypassPermissionsKillswitch.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/classifierDecision.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/dangerousPatterns.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/filesystem.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/getNextPermissionMode.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/PermissionMode.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/PermissionResult.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/PermissionRule.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/permissionRuleParser.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/permissions.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/permissionSetup.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/permissionsLoader.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/PermissionUpdate.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/PermissionUpdateSchema.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/shellRuleMatching.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"M","src/utils/permissions/yoloClassifier.ts","V20-OGR-03-tool-permission-lifecycle","high-risk-owner-review-required","prove-tool-permission-path-enters-single-tool-gate","previous-register"
"D","src/dsxu/engine/mcp-client.ts","V20-OGR-04-delete-engine-mcp-client-runtime","delete-ready-pending-git-mutation-review","keep-deleted-and-stage-removal-only-after-explicit-git-review","deletion-mutation-review"
"M","src/cli/handlers/mcp.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/cli/handlers/plugins.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/createMovedToPluginCommand.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/mcp/addCommand.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/mcp/index.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/mcp/mcp.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/mcp/xaaIdpCommand.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/AddMarketplace.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/BrowseMarketplace.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/DiscoverPlugins.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/index.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/ManageMarketplaces.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/ManagePlugins.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/parseArgs.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/plugin.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/pluginDetailsHelpers.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/PluginErrors.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/PluginOptionsDialog.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/PluginOptionsFlow.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/PluginSettings.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/PluginTrustWarning.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/UnifiedInstalledCell.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/usePagination.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/plugin/ValidatePlugin.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/reload-plugins/index.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/reload-plugins/reload-plugins.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/skills/index.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/commands/skills/skills.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/DsxuCodeHint/PluginHintMenu.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/CapabilitiesSection.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/index.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/MCPAgentServerMenu.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/MCPListPanel.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/McpParsingWarnings.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/MCPReconnect.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/MCPRemoteServerMenu.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/MCPSettings.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/MCPStdioServerMenu.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/MCPToolDetailView.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/MCPToolListView.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/mcp/utils/reconnectHelpers.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/MCPServerApprovalDialog.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/MCPServerDesktopImportDialog.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/MCPServerDialogCopy.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/MCPServerMultiselectDialog.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/permissions/SkillPermissionRequest/SkillPermissionRequest.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/SkillImprovementSurvey.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/components/skills/SkillsMenu.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/dsxu/engine/__tests__/c05-mcp-brief-remote-cron-absorption-clean.test.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/dsxu/engine/__tests__/mcp-client.test.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/dsxu/engine/skills-registry-v1.ts","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/hooks/notifs/useMcpConnectivityStatus.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/hooks/notifs/usePluginAutoupdateNotification.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
"M","src/hooks/notifs/usePluginInstallationStatus.tsx","V20-OGR-04-mcp-skill-plugin-registry","high-risk-owner-review-required","prove-extension-boundary-uses-single-mcp-skill-plugin-owner","previous-register"
