path,kind,capability,primaryLabel,labels,defaultMainline,appRuntime,cliScript,testContract,docEvidence,experiment,frozen,historicalResidue,importedByCount,referencedByScriptsCount,referencedByTestsCount,referencedByDocsCount,recommendation,reasons
src/commands/install-slack-app/install-slack-app.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/install.tsx,command-source,cli-command-surface,app-runtime,app-runtime,false,true,false,false,false,false,false,false,1,0,0,3,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,reachable from app runtime roots
src/commands/issue/index.js,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/keybindings/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/keybindings/keybindings.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/login/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/login/login.tsx,command-source,cli-command-surface,default-mainline,default-mainline; cli-script,true,true,true,false,false,false,false,false,3,1,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; script path or referenced by package/script evidence
src/commands/logout/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/logout/logout.tsx,command-source,cli-command-surface,default-mainline,default-mainline; cli-script,true,true,true,false,false,false,false,false,2,1,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; script path or referenced by package/script evidence
src/commands/mcp/addCommand.ts,command-source,mcp-skill-workflow,app-runtime,app-runtime,false,true,false,false,false,false,false,false,1,0,0,3,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,reachable from app runtime roots
src/commands/mcp/index.ts,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/mcp/mcp.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/mcp/xaaIdpCommand.ts,command-source,mcp-skill-workflow,app-runtime,app-runtime,false,true,false,false,false,false,false,false,1,0,0,3,未归类或弱证据；需要 owner 判断是否保留、接入、冻结或删除。,reachable from app runtime roots
src/commands/memory/index.ts,command-source,context-memory-compact,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/memory/memory.tsx,command-source,context-memory-compact,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/mobile/index.ts,command-source,cli-command-surface,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,1,0,1,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/commands/mobile/mobile.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/mock-limits/index.js,command-source,cli-command-surface,default-mainline,default-mainline; experiment,true,true,false,false,false,true,false,false,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; experimental/eval/proof/smoke naming signal
src/commands/model/index.ts,command-source,provider-model-cost-cache,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/model/model.tsx,command-source,provider-model-cost-cache,default-mainline,default-mainline; cli-script,true,true,true,false,false,false,false,false,1,1,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; script path or referenced by package/script evidence
src/commands/oauth-refresh/index.js,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/onboarding/index.js,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/output-style/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/output-style/output-style.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/passes/index.ts,command-source,cli-command-surface,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,1,0,1,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/commands/passes/passes.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/perf-issue/index.js,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/permissions/index.ts,command-source,permission-safety,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/permissions/permissions.tsx,command-source,permission-safety,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plan/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plan/plan.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/AddMarketplace.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/BrowseMarketplace.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/DiscoverPlugins.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/ManageMarketplaces.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,1,0,1,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/commands/plugin/ManagePlugins.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/PluginErrors.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/PluginOptionsDialog.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/PluginOptionsFlow.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,3,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/PluginSettings.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/PluginTrustWarning.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/UnifiedInstalledCell.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/ValidatePlugin.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/index.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/parseArgs.ts,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/plugin.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/pluginDetailsHelpers.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/plugin/usePagination.ts,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,3,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/pr_comments/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/privacy-settings/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/privacy-settings/privacy-settings.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/rate-limit-options/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/rate-limit-options/rate-limit-options.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/release-notes/index.ts,command-source,evidence-release-benchmark,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/release-notes/release-notes.ts,command-source,evidence-release-benchmark,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/reload-plugins/index.ts,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/reload-plugins/reload-plugins.ts,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/remote-env/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/remote-env/remote-env.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/remote-setup/api.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/remote-setup/index.ts,command-source,cli-command-surface,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,1,0,1,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/commands/remote-setup/remote-setup.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/rename/generateSessionName.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/rename/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/rename/rename.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/reset-limits/index.js,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/resume/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/resume/resume.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/review.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,5,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/review/UltrareviewOverageDialog.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/review/reviewRemote.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/review/ultrareviewCommand.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/review/ultrareviewEnabled.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/rewind/index.ts,command-source,recovery-rollback,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/rewind/rewind.ts,command-source,recovery-rollback,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/sandbox-toggle/index.ts,command-source,permission-safety,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/sandbox-toggle/sandbox-toggle.tsx,command-source,permission-safety,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/security-review.ts,command-source,permission-safety,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/session/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/session/session.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/share/index.js,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/skills/index.ts,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/skills/skills.tsx,command-source,mcp-skill-workflow,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/stats/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/stats/stats.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/status/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/status/status.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/statusline.tsx,command-source,tui-visible-state,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/stickers/index.ts,command-source,cli-command-surface,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,1,0,1,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/commands/stickers/stickers.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/summary/index.js,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/tag/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/tag/tag.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/tasks/index.ts,command-source,agent-task-orchestration,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/tasks/tasks.tsx,command-source,agent-task-orchestration,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/teleport/index.js,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/terminalSetup/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/terminalSetup/terminalSetup.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,6,0,0,6,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/theme/index.ts,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/theme/theme.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/thinkback-play/index.ts,command-source,tui-visible-state,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,1,0,1,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/commands/thinkback-play/thinkback-play.ts,command-source,tui-visible-state,default-mainline,default-mainline,true,true,false,false,false,false,false,false,1,0,0,5,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/thinkback/index.ts,command-source,tui-visible-state,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,1,0,1,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/commands/thinkback/thinkback.tsx,command-source,tui-visible-state,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,2,0,1,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/commands/ultraplan.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,3,0,0,4,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
src/commands/upgrade/index.ts,command-source,cli-command-surface,default-mainline,default-mainline; test-contract,true,true,false,true,false,false,false,false,2,0,1,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots; test path or referenced by tests
src/commands/upgrade/upgrade.tsx,command-source,cli-command-surface,default-mainline,default-mainline,true,true,false,false,false,false,false,false,2,0,0,3,保留为默认主链；需要保证小测试、可见状态、验证和 DeepSeek 低认知负担。,reachable from task-mainline roots; reachable from app runtime roots
