"path","line","category","severity","disposition","ownerGuess","requiredAction","excerpt"
"src\localRecoveryCli.ts","128","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","context-recovery","prove facade/test-only/owner migration; no second product runtime","process.env[PROVIDER_MIGRATION_AUTH_TOKEN_ENV]"
"src\main.tsx","5","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// 3. startKeychainPrefetch fires both macOS keychain reads (OAuth + provider-migration API"
"src\main.tsx","107","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","import { getDsxuCodeEnv, hasNodeOption, isBareMode, isDsxuRuntimeMode, isEnvTruthy, isInProtectedNamespace, isProviderMigrationServiceShellAllowed } from './utils/envUtils.js';"
"src\main.tsx","141","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const PROVIDER_MIGRATION_CODE_ENV_PREFIX = 'CL' + 'AUDE_CODE_';"
"src\main.tsx","142","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const providerMigrationCodeEnv = (suffix: string): string => `${PROVIDER_MIGRATION_CODE_ENV_PREFIX}${suffix}`;"
"src\main.tsx","143","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const DSXU_PROVIDER_MIGRATION_MODEL_ENV = 'ANTH' + 'ROPIC_MODEL';"
"src\main.tsx","144","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const DSXU_PROVIDER_MIGRATION_BASE_URL_ENV = 'ANTH' + 'ROPIC_BASE_URL';"
"src\main.tsx","145","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const PROVIDER_MIGRATION_CODE_COMMAND = 'cl' + 'aude';"
"src\main.tsx","146","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const PROVIDER_MIGRATION_CLOUD_SOURCE = `${PROVIDER_MIGRATION_CODE_COMMAND}ai`;"
"src\main.tsx","147","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const PROVIDER_MIGRATION_DESKTOP_CLIENT = `${PROVIDER_MIGRATION_CODE_COMMAND}-desktop`;"
"src\main.tsx","148","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const PROVIDER_MIGRATION_VSCODE_CLIENT = `${PROVIDER_MIGRATION_CODE_COMMAND}-vscode`;"
"src\main.tsx","149","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const PROVIDER_MIGRATION_DESKTOP_IMPORT_COMMAND = `add-from-${PROVIDER_MIGRATION_CODE_COMMAND}-desktop`;"
"src\main.tsx","150","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const DSXU_PROVIDER_MIGRATION_SUBSCRIPTION_OPTION = `--${PROVIDER_MIGRATION_CLOUD_SOURCE}`;"
"src\main.tsx","154","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","import { areMcpConfigsAllowedWithEnterpriseMcpConfig, dedupProviderMigrationMcpServers, doesEnterpriseMcpConfigExist, filterMcpServersByPolicy, getDsxuCodeMcpConfigsCore, getMcpServerSignature, parseMcpConfig, parseMcpConfigFromFilePath } from 'src/services/mcp/config.js';"
"src\main.tsx","155","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","import { isProviderMigrationMcpEnabled } from 'src/services/mcp/dsxuProvider.js';"
"src\main.tsx","183","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","import { migrateAutoUpdatesToSettings } from './migrations/migrateAutoUpdatesToSettings.js';"
"src\main.tsx","184","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","import { migrateBypassPermissionsAcceptedToSettings } from './migrations/migrateBypassPermissionsAcceptedToSettings.js';"
"src\main.tsx","185","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","import { migrateEnableAllProjectMcpServersToSettings } from './migrations/migrateEnableAllProjectMcpServersToSettings.js';"
"src\main.tsx","186","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","import { runProviderMigrationExternalProviderAliasMigration, runProviderMigrationDefaultModelMigration, runProviderMigrationExplicitModelCleanup, runProviderMigrationLongContextPinMigration, runProviderMigrationTierModelCleanup } from './migrations/providerMigrationModelMigration"
"src\main.tsx","187","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","import { migrateReplBridgeEnabledToRemoteControlAtStartup } from './migrations/migrateReplBridgeEnabledToRemoteControlAtStartup.js';"
"src\main.tsx","188","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","import { resetAutoModeOptInForDefaultOffer } from './migrations/resetAutoModeOptInForDefaultOffer.js';"
"src\main.tsx","204","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","import { SandboxManager } from './utils/sandbox/sandbox-adapter.js';"
"src\main.tsx","212","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","function shouldLoadProviderMigrationServiceShell(): boolean {"
"src\main.tsx","213","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","return !isDsxuRuntimeMode() || isProviderMigrationServiceShellAllowed();"
"src\main.tsx","219","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (!shouldLoadProviderMigrationServiceShell()) return undefined;"
"src\main.tsx","220","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","return process.env[DSXU_PROVIDER_MIGRATION_BASE_URL_ENV] || getOauthConfig().BASE_API_URL;"
"src\main.tsx","223","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","function blockProviderMigrationServiceShell(flagName: string): never {"
"src\main.tsx","224","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","process.stderr.write(chalk.red(`Error: ${flagName} belongs to the provider migration remote shell and is disabled on the DSXU Code default local CLI/TUI mainline. Set DSXU_ALLOW_PROVIDER_MIGRATION_SERVICE_SHELL=1 only for isolated migration work.\n`));"
"src\main.tsx","229","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (!shouldLoadProviderMigrationServiceShell()) return;"
"src\main.tsx","234","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (!shouldLoadProviderMigrationServiceShell()) return;"
"src\main.tsx","268","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// We're fine to skip that check, because Bun doesn't support Node.js legacy --debug or --debug-brk flags"
"src\main.tsx","271","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// In Node.js, check for both --inspect and legacy --debug flags"
"src\main.tsx","323","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (process.env[providerMigrationCodeEnv('CLIENT_CERT')]) {"
"src\main.tsx","350","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// @[MODEL LAUNCH]: Consider whether DSXU needs a provider-migration projection for saved model strings."
"src\main.tsx","351","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// Bump this when adding a new sync migration so existing users re-run the set."
"src\main.tsx","352","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const CURRENT_MIGRATION_VERSION = 11;"
"src\main.tsx","353","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","function runMigrations(): void {"
"src\main.tsx","354","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (getGlobalConfig().migrationVersion !== CURRENT_MIGRATION_VERSION) {"
"src\main.tsx","358","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","runProviderMigrationDefaultModelMigration();"
"src\main.tsx","359","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","runProviderMigrationLongContextPinMigration();"
"src\main.tsx","360","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","runProviderMigrationExplicitModelCleanup();"
"src\main.tsx","361","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","runProviderMigrationTierModelCleanup();"
"src\main.tsx","362","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","migrateReplBridgeEnabledToRemoteControlAtStartup();"
"src\main.tsx","367","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","runProviderMigrationExternalProviderAliasMigration();"
"src\main.tsx","369","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","saveGlobalConfig(prev => prev.migrationVersion === CURRENT_MIGRATION_VERSION ? prev : {"
"src\main.tsx","371","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","migrationVersion: CURRENT_MIGRATION_VERSION"
"src\main.tsx","374","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// Async migration - fire and forget since it's non-blocking"
"src\main.tsx","376","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// Silently ignore migration errors - will retry on next startup"
"src\main.tsx","410","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","* These are deferred from setup() to reduce event loop contention and child process"
"src\main.tsx","414","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","export function startDeferredPrefetches(): void {"
"src\main.tsx","419","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (isEnvTruthy(process.env[providerMigrationCodeEnv('EXIT_AFTER_FIRST_RENDER')]) ||"
"src\main.tsx","434","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (isEnvTruthy(process.env[providerMigrationCodeEnv('USE_BEDROCK')]) && !isEnvTruthy(process.env[providerMigrationCodeEnv('SKIP_BEDROCK_AUTH')])) {"
"src\main.tsx","437","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (isEnvTruthy(process.env[providerMigrationCodeEnv('USE_VERTEX')]) && !isEnvTruthy(process.env[providerMigrationCodeEnv('SKIP_VERTEX_AUTH')])) {"
"src\main.tsx","447","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","// File change detectors deferred from init() to unblock first render"
"src\main.tsx","545","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (process.env[providerMigrationCodeEnv('ENTRYPOINT')]) {"
"src\main.tsx","553","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","process.env[providerMigrationCodeEnv('ENTRYPOINT')] = 'mcp';"
"src\main.tsx","556","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (isEnvTruthy(process.env[providerMigrationCodeEnv('ACTION')])) {"
"src\main.tsx","557","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","process.env[providerMigrationCodeEnv('ENTRYPOINT')] = 'dsxu-code-github-action';"
"src\main.tsx","562","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// via provider-migration ENTRYPOINT env alias (handled by early return above)"
"src\main.tsx","565","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","process.env[providerMigrationCodeEnv('ENTRYPOINT')] = isNonInteractive ? 'sdk-cli' : 'cli';"
"src\main.tsx","692","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (process.platform === 'darwin' && process.env.__CFBundleIdentifier === `com.${'anth' + 'ropic'}.${PROVIDER_MIGRATION_CODE_COMMAND}-code-url-handler`) {"
"src\main.tsx","709","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","// (e.g. `--debug assistant`) falls through to the stub, which"
"src\main.tsx","724","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","// else: `dsxu-code assistant --help` -fall through to stub"
"src\main.tsx","846","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const entrypoint = process.env[providerMigrationCodeEnv('ENTRYPOINT')];"
"src\main.tsx","850","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (entrypoint === PROVIDER_MIGRATION_VSCODE_CLIENT) return PROVIDER_MIGRATION_VSCODE_CLIENT;"
"src\main.tsx","852","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (entrypoint === PROVIDER_MIGRATION_DESKTOP_CLIENT) return PROVIDER_MIGRATION_DESKTOP_CLIENT;"
"src\main.tsx","855","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const hasSessionIngressToken = process.env[providerMigrationCodeEnv('SESSION_ACCESS_TOKEN')] || process.env[providerMigrationCodeEnv('WEBSOCKET_AUTH_FILE_DESCRIPTOR')];"
"src\main.tsx","862","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const previewFormat = process.env[providerMigrationCodeEnv('QUESTION_PREVIEW_FORMAT')];"
"src\main.tsx","868","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","clientType !== PROVIDER_MIGRATION_DESKTOP_CLIENT && clientType !== 'local-agent' && clientType !== 'remote') {"
"src\main.tsx","873","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (process.env[providerMigrationCodeEnv('ENVIRONMENT_KIND')] === 'bridge') {"
"src\main.tsx","949","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (!isEnvTruthy(process.env[providerMigrationCodeEnv('DISABLE_TERMINAL_TITLE')])) {"
"src\main.tsx","977","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","runMigrations();"
"src\main.tsx","978","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","profileCheckpoint('preAction_after_migrations');"
"src\main.tsx","980","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// Provider migration remote-managed settings are not part of the DSXU"
"src\main.tsx","981","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// default local CLI/TUI mainline. Keep the migration path explicit."
"src\main.tsx","997","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","? 'Minimal mode: skip hooks, LSP, plugin sync, attribution, auto-memory, background prefetches, keychain reads, and DSXU.md auto-discovery. Sets DSXU_CODE_SIMPLE=1 and provider-migration simple-mode alias. DSXU auth uses DEEPSEEK_API_KEY, DSXU_DEEPSEEK_API_KEY, or LITELLM_BASE_UR"
"src\main.tsx","1060","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","process.env[providerMigrationCodeEnv('SIMPLE')] = '1';"
"src\main.tsx","1162","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","process.env[providerMigrationCodeEnv('AGENT')] = agentCli;"
"src\main.tsx","1165","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","// NOTE: LSP manager initialization is intentionally deferred until after"
"src\main.tsx","1187","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","process.env[providerMigrationCodeEnv('TASK_LIST_ID')] = taskListId;"
"src\main.tsx","1234","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// These replace the provider-migration env identity aliases"
"src\main.tsx","1271","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const effectiveIncludePartialMessages = includePartialMessages || isEnvTruthy(process.env[providerMigrationCodeEnv('INCLUDE_PARTIAL_MESSAGES')]);"
"src\main.tsx","1274","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// or when running in provider-migration remote mode (CCR needs them)."
"src\main.tsx","1276","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (includeHookEvents || isEnvTruthy(process.env[providerMigrationCodeEnv('REMOTE')])) {"
"src\main.tsx","1310","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// Extract --remote-control / --rc flag (enable bridge in interactive session)"
"src\main.tsx","1316","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","// Actual bridge check is deferred to after showSetupScreens() so that"
"src\main.tsx","1316","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// Actual bridge check is deferred to after showSetupScreens() so that"
"src\main.tsx","1321","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (isDsxuRuntimeMode() && !isProviderMigrationServiceShellAllowed()) {"
"src\main.tsx","1322","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (teleport) blockProviderMigrationServiceShell('--teleport');"
"src\main.tsx","1323","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (remote !== null) blockProviderMigrationServiceShell('--remote');"
"src\main.tsx","1324","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (remoteControlOption !== undefined) blockProviderMigrationServiceShell('--remote-control/--rc');"
"src\main.tsx","1337","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// When --sdk-url is provided (bridge/remote mode), the session ID is a"
"src\main.tsx","1360","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// Get session ingress token (provided by the DSXU/provider-migration EnvManager)"
"src\main.tsx","1363","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","process.stderr.write(chalk.red(`Error: Session token required for file downloads. ${providerMigrationCodeEnv('SESSION_ACCESS_TOKEN')} must be set.\n`));"
"src\main.tsx","1368","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const fileSessionId = process.env[providerMigrationCodeEnv('REMOTE_SESSION_ID')] || getSessionId();"
"src\main.tsx","1694","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","// devChannels is deferred: showSetupScreens shows a confirmation dialog"
"src\main.tsx","1834","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// Provider migration config fetch: -p mode only (interactive uses useManageMCPConnections"
"src\main.tsx","1838","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const providerMigrationMcpConfigPromise: Promise<Record<string, ScopedMcpServerConfig>> = isNonInteractiveSession && !strictMcpConfig && !doesEnterpriseMcpConfigExist() && isProviderMigrationMcpEnabled() &&"
"src\main.tsx","1839","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// --bare / SIMPLE: skip provider migration proxy servers (datadog, Gmail,"
"src\main.tsx","1842","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","!isBareMode() ? import('src/services/mcp/providerConnectorMigration.js').then(m => m.fetchProviderMigrationMcpConfigsIfEligible()).then(configs => {"
"src\main.tsx","1848","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","process.stderr.write(`Warning: provider migration MCP ${plural(blocked.length, 'server')} blocked by enterprise policy: ${blocked.join(', ')}\n`);"
"src\main.tsx","1869","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","// NOTE: We do NOT call prefetchAllMcpResources here - that's deferred until after trust dialog"
"src\main.tsx","1925","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (feature('COORDINATOR_MODE') && isEnvTruthy(process.env[providerMigrationCodeEnv('COORDINATOR_MODE')])) {"
"src\main.tsx","1973","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (process.env[providerMigrationCodeEnv('ENTRYPOINT')] !== 'local-agent') {"
"src\main.tsx","1974","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// V15: bundled provider-migration plugins are retired from default startup."
"src\main.tsx","1978","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const setupPromise = process.env[providerMigrationCodeEnv('LOCAL_RECOVERY')] === '1' ? (async () => {"
"src\main.tsx","2028","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","// with the getCommands await below and startDeferredPrefetches. After"
"src\main.tsx","2033","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","// prefetchSystemContextIfSafe call in startDeferredPrefetches becomes"
"src\main.tsx","2042","stub_or_incomplete","OWNER_REVIEW","stub_or_deferred_owner_review","cli-command-transport","classify as implemented, test-only, release-excluded, or required V24 owner work","// startDeferredPrefetches becomes a memoize cache-hit."
"src\main.tsx","2069","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","//  - explicit model via --model or DSXU provider migration model env (both feed alias resolution)"
"src\main.tsx","2072","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","const explicitModel = options.model || process.env[DSXU_PROVIDER_MIGRATION_MODEL_ENV];"
"src\main.tsx","2259","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","}).proactive || isEnvTruthy(process.env[providerMigrationCodeEnv('PROACTIVE')])) && !coordinatorModeModule?.isCoordinatorMode()) {"
"src\main.tsx","2282","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","// Install asciicast recorder before Ink mounts (dsxu-internal, opt-in via provider-migration TERMINAL_RECORDING=1)"
"src\main.tsx","2306","runtime_duplication_pressure","OWNER_REVIEW","runtime_duplication_pressure_review","cli-command-transport","prove facade/test-only/owner migration; no second product runtime","if (feature('BRIDGE_MODE') && remoteControlOption !== undefined) {"
