"relative_path","top_dir","ext","bytes","lines","imports","exports","symbol_signal_count","owner_family","primary_experience_signal","experience_signal_categories","telemetry_data_hits","memory_context_hits","ui_interaction_hits","tool_runtime_hits","permission_safety_hits","recovery_remote_hits","coding_workflow_hits","provider_model_hits","plugin_mcp_skill_hits","contains_inline_sourcemap","dsxu_v20_action"
"components/agents/new-agent-creation/wizard-steps/LocationStep.tsx","components",".tsx","8280","80","11","1","2","agent_lifecycle","permission_safety","memory_context;ui_interaction;permission_safety;recovery_remote;provider_model;plugin_mcp_skill","0","3","21","0","1","6","0","5","1","yes","absorb_into_dsxu_mainline"
"components/agents/new-agent-creation/wizard-steps/MemoryStep.tsx","components",".tsx","14084","113","13","1","6","agent_lifecycle","permission_safety","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;provider_model;plugin_mcp_skill","0","38","30","2","1","1","0","8","1","yes","absorb_into_dsxu_mainline"
"components/agents/new-agent-creation/wizard-steps/MethodStep.tsx","components",".tsx","8516","80","10","1","3","agent_lifecycle","permission_safety","memory_context;ui_interaction;permission_safety;recovery_remote;provider_model","0","1","21","0","1","1","0","3","0","yes","absorb_into_dsxu_mainline"
"components/agents/new-agent-creation/wizard-steps/ModelStep.tsx","components",".tsx","6321","52","9","1","2","agent_lifecycle","permission_safety","memory_context;ui_interaction;permission_safety;recovery_remote;provider_model","0","1","23","0","1","1","0","14","0","yes","absorb_into_dsxu_mainline"
"components/agents/new-agent-creation/wizard-steps/PromptStep.tsx","components",".tsx","14831","128","12","1","5","agent_lifecycle","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow;provider_model","0","4","24","10","0","0","12","4","0","yes","absorb_into_dsxu_mainline"
"components/agents/new-agent-creation/wizard-steps/ToolsStep.tsx","components",".tsx","7220","61","10","1","3","agent_lifecycle","permission_safety","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;provider_model","0","1","22","23","1","1","0","1","0","yes","absorb_into_dsxu_mainline"
"components/agents/new-agent-creation/wizard-steps/TypeStep.tsx","components",".tsx","12474","103","13","1","4","agent_lifecycle","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow;provider_model;plugin_mcp_skill","0","2","22","2","0","0","1","3","1","yes","absorb_into_dsxu_mainline"
"components/agents/ToolSelector.tsx","components",".tsx","64871","562","30","1","47","agent_lifecycle","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","5","67","386","6","8","68","6","86","yes","absorb_into_dsxu_mainline"
"components/agents/types.ts","components",".ts","915","28","2","3","1","agent_lifecycle","coding_workflow","ui_interaction;tool_runtime;coding_workflow;provider_model","0","0","1","3","0","0","1","1","0","no","absorb_into_dsxu_mainline"
"components/agents/utils.ts","components",".ts","528","19","3","1","1","agent_lifecycle","ui_interaction","ui_interaction;provider_model;plugin_mcp_skill","0","0","2","0","0","0","0","3","3","no","absorb_into_dsxu_mainline"
"components/agents/validateAgent.ts","components",".ts","3150","110","4","3","6","agent_lifecycle","coding_workflow","ui_interaction;tool_runtime;coding_workflow","0","0","4","29","0","0","3","0","0","no","absorb_into_dsxu_mainline"
"components/App.tsx","components",".tsx","5204","56","7","1","1","experience_ui","memory_context","telemetry_data;memory_context;ui_interaction;provider_model","25","4","2","0","0","0","0","9","0","yes","absorb_into_dsxu_mainline"
"components/ApproveApiKey.tsx","components",".tsx","10621","123","6","1","2","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","0","0","9","3","2","2","3","25","0","yes","adapt_or_exclude_product_specific"
"components/AutoModeOptInDialog.tsx","components",".tsx","13302","142","7","2","4","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","6","1","17","2","11","2","2","11","0","yes","absorb_into_dsxu_mainline"
"components/AutoUpdater.tsx","components",".tsx","30788","198","14","1","13","experience_ui","coding_workflow","telemetry_data;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model;plugin_mcp_skill","13","0","27","23","2","0","68","5","7","yes","absorb_into_dsxu_mainline"
"components/AutoUpdaterWrapper.tsx","components",".tsx","11972","91","10","1","4","experience_ui","coding_workflow","telemetry_data;ui_interaction;coding_workflow;provider_model","1","0","11","0","0","0","2","1","0","yes","absorb_into_dsxu_mainline"
"components/AwsAuthStatusBox.tsx","components",".tsx","9707","82","4","1","8","experience_ui","coding_workflow","ui_interaction;permission_safety;coding_workflow;provider_model","0","0","29","0","2","0","24","3","0","yes","adapt_or_exclude_product_specific"
"components/BaseTextInput.tsx","components",".tsx","19313","136","9","1","14","experience_ui","ui_interaction","ui_interaction","0","0","42","0","0","0","0","0","0","yes","absorb_into_dsxu_mainline"
"components/BashModeProgress.tsx","components",".tsx","5675","56","7","1","2","experience_ui","coding_workflow","ui_interaction;tool_runtime;coding_workflow;provider_model","0","0","36","8","0","0","11","1","0","yes","absorb_into_dsxu_mainline"
"components/BridgeDialog.tsx","components",".tsx","34418","401","15","1","17","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model","0","38","47","4","0","31","24","7","0","yes","absorb_into_dsxu_mainline"
"components/BypassPermissionsModeDialog.tsx","components",".tsx","9136","87","8","1","3","permission_gate","permission_safety","telemetry_data;ui_interaction;permission_safety;recovery_remote;provider_model","4","0","15","0","18","1","0","6","0","yes","absorb_into_dsxu_mainline"
"components/ChannelDowngradeDialog.tsx","components",".tsx","8253","102","5","2","4","experience_ui","coding_workflow","ui_interaction;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","0","18","0","3","8","1","2","9","yes","absorb_into_dsxu_mainline"
"components/ClaudeCodeHint/PluginHintMenu.tsx","components",".tsx","9341","78","4","1","5","experience_ui","permission_safety","ui_interaction;permission_safety;recovery_remote;provider_model;plugin_mcp_skill","0","0","12","0","5","5","0","1","14","yes","absorb_into_dsxu_mainline"
"components/ClaudeInChromeOnboarding.tsx","components",".tsx","12151","121","7","1","3","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","3","4","15","2","6","1","2","14","0","yes","adapt_or_exclude_product_specific"
"components/ClaudeMdExternalIncludesDialog.tsx","components",".tsx","13532","137","8","1","5","experience_ui","permission_safety","telemetry_data;memory_context;ui_interaction;permission_safety;recovery_remote;provider_model","5","13","28","0","8","1","0","20","0","yes","absorb_into_dsxu_mainline"
"components/ClickableImageRef.tsx","components",".tsx","7495","73","8","1","5","experience_ui","ui_interaction","ui_interaction;recovery_remote","0","0","37","0","0","12","0","0","0","yes","absorb_into_dsxu_mainline"
"components/CompactSummary.tsx","components",".tsx","14437","118","9","1","4","model_cost_context","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow;provider_model","0","12","34","2","0","0","2","3","0","yes","absorb_into_dsxu_mainline"
"components/ConfigurableShortcutHint.tsx","components",".tsx","5436","57","5","1","2","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow","0","8","32","2","0","0","2","0","0","yes","absorb_into_dsxu_mainline"
"components/ConsoleOAuthFlow.tsx","components",".tsx","79968","631","19","1","19","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","63","3","167","8","2","25","80","70","115","yes","adapt_or_exclude_product_specific"
"components/ContextSuggestions.tsx","components",".tsx","5952","47","7","1","1","model_cost_context","coding_workflow","telemetry_data;memory_context;ui_interaction;coding_workflow;provider_model","4","5","6","0","0","0","4","1","0","yes","absorb_into_dsxu_mainline"
"components/ContextVisualization.tsx","components",".tsx","76073","489","11","1","24","model_cost_context","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;coding_workflow;provider_model;plugin_mcp_skill","95","39","45","64","0","0","6","13","37","yes","absorb_into_dsxu_mainline"
"components/CoordinatorAgentStatus.tsx","components",".tsx","36038","273","13","3","44","agent_lifecycle","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","13","1","36","85","0","13","5","2","4","yes","absorb_into_dsxu_mainline"
"components/CostThresholdDialog.tsx","components",".tsx","4336","50","5","1","1","model_cost_context","memory_context","telemetry_data;memory_context;ui_interaction;recovery_remote;provider_model","3","1","13","0","0","1","0","5","0","yes","adapt_or_exclude_product_specific"
"components/CtrlOToExpand.tsx","components",".tsx","6062","51","8","3","8","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;coding_workflow;provider_model","0","12","27","2","0","0","2","3","0","yes","absorb_into_dsxu_mainline"
"components/CustomSelect/index.ts","components",".ts","118","4","0","3","0","experience_ui","ui_interaction","ui_interaction","0","0","5","0","0","0","0","0","0","no","absorb_into_dsxu_mainline"
"components/CustomSelect/option-map.ts","components",".ts","1189","51","2","1","3","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","0","0","3","2","2","0","2","10","0","no","absorb_into_dsxu_mainline"
"components/CustomSelect/select.tsx","components",".tsx","115187","690","13","3","94","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","1","10","185","35","26","20","37","5","3","yes","absorb_into_dsxu_mainline"
"components/CustomSelect/select-input-option.tsx","components",".tsx","58172","488","13","1","22","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","10","151","16","0","1","16","4","2","yes","absorb_into_dsxu_mainline"
"components/CustomSelect/SelectMulti.tsx","components",".tsx","29884","213","10","2","15","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","0","1","42","26","18","8","26","1","0","yes","absorb_into_dsxu_mainline"
"components/CustomSelect/select-option.tsx","components",".tsx","5793","68","3","2","1","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;coding_workflow","0","0","14","7","7","0","7","0","0","yes","absorb_into_dsxu_mainline"
"components/CustomSelect/use-multi-select-state.ts","components",".ts","10952","415","8","3","17","experience_ui","coding_workflow","memory_context;ui_interaction;permission_safety;recovery_remote;coding_workflow;plugin_mcp_skill","0","2","106","0","3","8","3","0","4","no","absorb_into_dsxu_mainline"
"components/CustomSelect/use-select-input.ts","components",".ts","8770","288","8","2","16","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow","0","3","117","2","5","7","8","0","0","no","absorb_into_dsxu_mainline"
"components/CustomSelect/use-select-navigation.ts","components",".ts","16388","654","4","3","46","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;coding_workflow","0","0","20","8","1","0","8","0","0","no","absorb_into_dsxu_mainline"
"components/CustomSelect/use-select-state.ts","components",".ts","2859","158","3","3","3","experience_ui","ui_interaction","ui_interaction;recovery_remote","0","0","25","0","0","6","0","0","0","no","absorb_into_dsxu_mainline"
"components/design-system/Byline.tsx","components",".tsx","6493","77","3","1","2","experience_ui","coding_workflow","telemetry_data;ui_interaction;tool_runtime;recovery_remote;coding_workflow","1","0","12","1","0","4","1","0","0","yes","absorb_into_dsxu_mainline"
"components/design-system/color.ts","components",".ts","853","31","3","1","1","experience_ui","permission_safety","ui_interaction;permission_safety","0","0","19","0","1","0","0","0","0","no","absorb_into_dsxu_mainline"
"components/design-system/Dialog.tsx","components",".tsx","14112","138","10","1","6","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow","0","2","43","1","1","12","1","0","0","yes","absorb_into_dsxu_mainline"
"components/design-system/Divider.tsx","components",".tsx","11094","149","6","1","10","experience_ui","ui_interaction","ui_interaction","0","0","8","0","0","0","0","0","0","yes","absorb_into_dsxu_mainline"
"components/design-system/FuzzyPicker.tsx","components",".tsx","40862","312","13","1","28","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","5","76","3","5","5","35","1","1","yes","adapt_or_exclude_product_specific"
"components/design-system/KeyboardShortcutHint.tsx","components",".tsx","6847","81","3","1","4","experience_ui","permission_safety","ui_interaction;permission_safety;recovery_remote","0","0","35","0","1","2","0","0","0","yes","absorb_into_dsxu_mainline"
"components/design-system/ListItem.tsx","components",".tsx","19535","244","6","1","9","experience_ui","coding_workflow","telemetry_data;ui_interaction;permission_safety;coding_workflow;provider_model","1","0","33","0","1","0","1","2","0","yes","absorb_into_dsxu_mainline"
"components/design-system/LoadingState.tsx","components",".tsx","6448","94","4","1","3","experience_ui","memory_context","memory_context;ui_interaction;provider_model","0","3","25","0","0","0","0","2","0","yes","absorb_into_dsxu_mainline"
"components/design-system/Pane.tsx","components",".tsx","6907","77","6","1","1","experience_ui","permission_safety","telemetry_data;memory_context;ui_interaction;permission_safety;recovery_remote;plugin_mcp_skill","1","2","16","0","4","1","0","0","1","yes","absorb_into_dsxu_mainline"
"components/design-system/ProgressBar.tsx","components",".tsx","7170","86","4","1","8","experience_ui","ui_interaction","ui_interaction;recovery_remote;provider_model","0","0","13","0","0","1","0","1","0","yes","absorb_into_dsxu_mainline"
"components/design-system/Ratchet.tsx","components",".tsx","7166","80","5","1","7","experience_ui","ui_interaction","ui_interaction","0","0","4","0","0","0","0","0","0","yes","absorb_into_dsxu_mainline"
"components/design-system/StatusIcon.tsx","components",".tsx","7568","95","4","1","5","experience_ui","coding_workflow","ui_interaction;coding_workflow;provider_model","0","0","23","0","0","0","19","1","0","yes","absorb_into_dsxu_mainline"
"components/design-system/Tabs.tsx","components",".tsx","41447","340","10","4","38","experience_ui","coding_workflow","memory_context;ui_interaction;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","18","67","0","0","2","2","5","1","yes","absorb_into_dsxu_mainline"
"components/design-system/ThemedBox.tsx","components",".tsx","18043","156","10","2","2","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","0","0","50","6","6","14","6","1","0","yes","absorb_into_dsxu_mainline"
"components/design-system/ThemedText.tsx","components",".tsx","13877","124","7","3","12","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","0","5","43","10","10","11","10","1","0","yes","absorb_into_dsxu_mainline"
"components/design-system/ThemeProvider.tsx","components",".tsx","18852","170","7","4","8","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","15","121","5","0","10","43","6","6","yes","absorb_into_dsxu_mainline"
"components/DesktopHandoff.tsx","components",".tsx","19335","193","10","2","8","experience_ui","coding_workflow","memory_context;ui_interaction;recovery_remote;coding_workflow;provider_model","0","7","39","0","0","1","10","17","0","yes","adapt_or_exclude_product_specific"
"components/DesktopUpsell/DesktopUpsellStartup.tsx","components",".tsx","15520","171","10","3","7","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","4","1","24","6","5","1","8","12","0","yes","adapt_or_exclude_product_specific"
"components/DevBar.tsx","components",".tsx","5040","49","5","1","2","experience_ui","coding_workflow","ui_interaction;coding_workflow;provider_model","0","0","2","0","0","0","1","2","0","yes","absorb_into_dsxu_mainline"
"components/DevChannelsDialog.tsx","components",".tsx","9113","105","7","1","3","experience_ui","ui_interaction","ui_interaction;recovery_remote;provider_model;plugin_mcp_skill","0","0","11","0","0","1","0","3","19","yes","absorb_into_dsxu_mainline"
"components/DiagnosticsDisplay.tsx","components",".tsx","13220","95","9","1","5","experience_ui","coding_workflow","telemetry_data;ui_interaction;coding_workflow;provider_model","21","0","14","0","0","0","21","5","0","yes","absorb_into_dsxu_mainline"
"components/diff/DiffDetailView.tsx","components",".tsx","22615","281","10","1","3","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","0","0","5","2","2","0","17","9","0","yes","absorb_into_dsxu_mainline"
"components/diff/DiffDialog.tsx","components",".tsx","43407","383","16","1","22","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;recovery_remote;coding_workflow;provider_model","15","3","89","0","0","7","82","4","0","yes","absorb_into_dsxu_mainline"
"components/diff/DiffFileList.tsx","components",".tsx","25342","292","8","1","15","experience_ui","coding_workflow","telemetry_data;ui_interaction;recovery_remote;coding_workflow;provider_model","2","0","37","0","0","1","10","2","0","yes","absorb_into_dsxu_mainline"
"components/EffortCallout.tsx","components",".tsx","24778","265","13","2","14","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","0","0","23","7","5","9","7","23","0","yes","absorb_into_dsxu_mainline"
"components/EffortIndicator.ts","components",".ts","1128","43","2","2","3","experience_ui","coding_workflow","ui_interaction;recovery_remote;coding_workflow;provider_model","0","0","6","0","0","1","1","6","0","no","absorb_into_dsxu_mainline"
"components/ExitFlow.tsx","components",".tsx","4364","48","5","1","3","experience_ui","coding_workflow","ui_interaction;recovery_remote;coding_workflow","0","0","12","0","0","6","6","0","0","yes","absorb_into_dsxu_mainline"
"components/ExportDialog.tsx","components",".tsx","19333","128","15","1","9","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow","0","4","66","3","2","11","3","0","0","yes","absorb_into_dsxu_mainline"
"components/FallbackToolUseErrorMessage.tsx","components",".tsx","12623","116","10","1","7","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","0","26","8","6","1","1","2","1","yes","adapt_or_exclude_product_specific"
"components/FallbackToolUseRejectedMessage.tsx","components",".tsx","1754","16","4","1","1","experience_ui","permission_safety","ui_interaction;tool_runtime;permission_safety;provider_model","0","0","7","2","2","0","0","1","0","yes","absorb_into_dsxu_mainline"
"components/FastIcon.tsx","components",".tsx","4627","46","8","2","3","experience_ui","coding_workflow","ui_interaction;tool_runtime;coding_workflow;provider_model","0","0","9","2","0","0","2","2","0","yes","absorb_into_dsxu_mainline"
"components/Feedback.tsx","components",".tsx","87696","592","31","3","52","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","65","10","106","18","14","38","62","52","6","yes","adapt_or_exclude_product_specific"
"components/FeedbackSurvey/FeedbackSurvey.tsx","components",".tsx","19393","174","9","1","5","experience_ui","coding_workflow","telemetry_data;ui_interaction;coding_workflow;provider_model","37","0","70","0","0","0","7","4","0","yes","absorb_into_dsxu_mainline"
"components/FeedbackSurvey/FeedbackSurveyView.tsx","components",".tsx","10660","108","5","2","5","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","6","1","41","1","1","0","8","6","0","yes","absorb_into_dsxu_mainline"
"components/FeedbackSurvey/submitTranscriptShare.ts","components",".ts","3251","113","11","2","10","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","6","3","16","6","0","1","8","6","2","no","adapt_or_exclude_product_specific"
"components/FeedbackSurvey/TranscriptSharePrompt.tsx","components",".tsx","9933","88","5","2","3","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model;plugin_mcp_skill","3","2","33","1","1","0","8","8","1","yes","adapt_or_exclude_product_specific"
"components/FeedbackSurvey/useDebouncedDigitInput.ts","components",".ts","2722","83","2","1","8","experience_ui","coding_workflow","telemetry_data;ui_interaction;recovery_remote;coding_workflow","1","0","23","0","0","5","19","0","0","no","absorb_into_dsxu_mainline"
"components/FeedbackSurvey/useFeedbackSurvey.tsx","components",".tsx","48187","296","16","1","27","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model;plugin_mcp_skill","106","12","51","28","18","0","19","20","3","yes","adapt_or_exclude_product_specific"
"components/FeedbackSurvey/useMemorySurvey.tsx","components",".tsx","30418","213","17","1","20","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model;plugin_mcp_skill","39","36","58","24","11","0","22","3","1","yes","adapt_or_exclude_product_specific"
"components/FeedbackSurvey/usePostCompactSurvey.tsx","components",".tsx","24071","206","12","1","17","model_cost_context","permission_safety","telemetry_data;memory_context;ui_interaction;permission_safety;provider_model;plugin_mcp_skill","24","49","31","0","11","0","0","6","1","yes","adapt_or_exclude_product_specific"
"components/FeedbackSurvey/useSurveyState.tsx","components",".tsx","14800","100","4","1","9","experience_ui","coding_workflow","telemetry_data;ui_interaction;recovery_remote;coding_workflow;provider_model","11","0","32","0","0","2","1","2","0","yes","absorb_into_dsxu_mainline"
"components/FileEditToolDiff.tsx","components",".tsx","21900","181","13","1","11","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","0","5","13","51","1","0","66","1","0","yes","absorb_into_dsxu_mainline"
"components/FileEditToolUpdatedMessage.tsx","components",".tsx","12097","124","8","1","6","experience_ui","coding_workflow","ui_interaction;tool_runtime;coding_workflow;provider_model","0","0","10","4","0","0","12","2","0","yes","absorb_into_dsxu_mainline"
"components/FileEditToolUseRejectedMessage.tsx","components",".tsx","15126","170","10","1","9","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","0","0","17","6","3","0","10","1","0","yes","absorb_into_dsxu_mainline"
"components/FilePathLink.tsx","components",".tsx","3242","43","4","1","2","experience_ui","ui_interaction","ui_interaction","0","0","12","0","0","0","0","0","0","yes","absorb_into_dsxu_mainline"
"components/FullscreenLayout.tsx","components",".tsx","84913","637","17","6","38","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","2","26","176","21","5","7","18","18","0","yes","adapt_or_exclude_product_specific"
"components/GlobalSearchDialog.tsx","components",".tsx","43997","343","17","2","37","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","4","6","16","22","1","24","72","4","3","yes","absorb_into_dsxu_mainline"
"components/grove/Grove.tsx","components",".tsx","49525","463","9","3","11","experience_ui","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","13","3","59","8","13","14","9","48","0","yes","adapt_or_exclude_product_specific"
"components/HelpV2/Commands.tsx","components",".tsx","9738","82","8","1","5","experience_ui","memory_context","memory_context;ui_interaction;recovery_remote","0","1","13","0","0","6","0","0","0","yes","absorb_into_dsxu_mainline"
"components/HelpV2/General.tsx","components",".tsx","3101","23","4","1","1","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;coding_workflow;provider_model","0","0","7","1","1","0","1","3","0","yes","absorb_into_dsxu_mainline"
"components/HelpV2/HelpV2.tsx","components",".tsx","20986","184","13","1","9","experience_ui","memory_context","memory_context;ui_interaction;recovery_remote;provider_model","0","3","33","0","0","4","0","6","0","yes","absorb_into_dsxu_mainline"
"components/HighlightedCode.tsx","components",".tsx","17579","190","10","1","13","experience_ui","coding_workflow","ui_interaction;coding_workflow;provider_model","0","0","15","0","0","0","2","2","0","yes","absorb_into_dsxu_mainline"
"components/HighlightedCode/Fallback.tsx","components",".tsx","16263","193","8","1","15","experience_ui","coding_workflow","telemetry_data;ui_interaction;coding_workflow;provider_model;plugin_mcp_skill","1","0","7","0","0","0","1","15","1","yes","absorb_into_dsxu_mainline"
"components/HistorySearchDialog.tsx","components",".tsx","19923","118","12","1","20","model_cost_context","coding_workflow","telemetry_data;memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","3","15","28","3","0","8","20","2","1","yes","absorb_into_dsxu_mainline"
"components/hooks/HooksConfigMenu.tsx","components",".tsx","54469","578","18","1","30","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","4","79","36","21","5","13","9","5","yes","absorb_into_dsxu_mainline"
"components/hooks/PromptDialog.tsx","components",".tsx","7482","90","7","1","2","experience_ui","permission_safety","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;provider_model","0","6","25","6","5","3","0","1","0","yes","absorb_into_dsxu_mainline"
"components/hooks/SelectEventMode.tsx","components",".tsx","13555","127","9","1","3","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model","0","1","22","4","6","10","4","7","0","yes","absorb_into_dsxu_mainline"
"components/hooks/SelectHookMode.tsx","components",".tsx","12907","112","8","1","5","experience_ui","coding_workflow","ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","0","43","3","0","14","4","2","3","yes","absorb_into_dsxu_mainline"
"components/hooks/SelectMatcherMode.tsx","components",".tsx","14809","144","8","1","8","experience_ui","coding_workflow","ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","0","39","2","0","14","2","3","1","yes","absorb_into_dsxu_mainline"
"components/hooks/ViewHookMode.tsx","components",".tsx","17969","199","5","1","1","experience_ui","coding_workflow","ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","0","49","5","1","6","10","3","5","yes","absorb_into_dsxu_mainline"
"components/IdeAutoConnectDialog.tsx","components",".tsx","13271","154","7","4","13","experience_ui","coding_workflow","ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model","0","0","29","6","0","6","6","3","0","yes","absorb_into_dsxu_mainline"
"components/IdeOnboardingDialog.tsx","components",".tsx","16399","167","9","2","12","experience_ui","coding_workflow","memory_context;ui_interaction;tool_runtime;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","0","9","31","4","0","1","15","13","3","yes","absorb_into_dsxu_mainline"
"components/IdeStatusIndicator.tsx","components",".tsx","6430","58","7","1","3","experience_ui","coding_workflow","ui_interaction;coding_workflow;plugin_mcp_skill","0","0","36","0","0","0","10","0","8","yes","absorb_into_dsxu_mainline"
"components/IdleReturnDialog.tsx","components",".tsx","9861","118","6","1","6","experience_ui","tool_runtime","telemetry_data;memory_context;ui_interaction;tool_runtime;recovery_remote;provider_model","11","1","17","1","0","1","0","4","0","yes","absorb_into_dsxu_mainline"
"components/InterruptedByUser.tsx","components",".tsx","1962","15","3","1","1","experience_ui","ui_interaction","ui_interaction;provider_model","0","0","2","0","0","0","0","3","0","yes","absorb_into_dsxu_mainline"
"components/InvalidConfigDialog.tsx","components",".tsx","15252","156","11","1","2","experience_ui","coding_workflow","telemetry_data;ui_interaction;tool_runtime;permission_safety;recovery_remote;coding_workflow;provider_model;plugin_mcp_skill","1","0","50","4","6","2","4","7","1","yes","absorb_into_dsxu_mainline"
"components/InvalidSettingsDialog.tsx","components",".tsx","7063","89","7","1","2","experience_ui","ui_interaction","ui_interaction;recovery_remote;provider_model","0","0","17","0","0","1","0","2","0","yes","absorb_into_dsxu_mainline"
"components/KeybindingWarnings.tsx","components",".tsx","9534","55","4","1","4","experience_ui","permission_safety","ui_interaction;permission_safety;provider_model;plugin_mcp_skill","0","0","17","0","1","0","0","3","1","yes","absorb_into_dsxu_mainline"
"components/LanguagePicker.tsx","components",".tsx","8664","86","6","1","4","experience_ui","memory_context","memory_context;ui_interaction;recovery_remote;provider_model","0","1","12","0","0","3","0","4","0","yes","absorb_into_dsxu_mainline"
