sourceDoc,sourceLines,signalCategory,summary,targetOwner,targetV6WorkPackage,alreadyCovered,missingRuntime,missingTest,promptAllowed,claimAllowed,archiveAfterExtraction
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,tool-protocol,"tool-protocol-and-schema extracted from superseded-review; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,true,false,false,false,true
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,verification-recovery,"verification-recovery-gates extracted from superseded-review; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,context-memory-ledger,"context-memory-ledger extracted from superseded-review; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-review; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from superseded-review; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,release-claim-boundary,"claim-boundary-and-public-wording extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,release-claim-boundary,"release-ip-brand-risk extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,tui-trust-surface,"tui-visible-state-experience extracted from superseded-review; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,true
docs/DSXU_V4_COMPLEXITY_RISK_REGISTER_20260518.md,1-20,scenario-replay,"scenario-test-corpus extracted from superseded-review; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,prompt-discipline,"prompt-behavior-discipline extracted from superseded-review; use as structured signal only, not raw prompt context.",Prompt Section Router / Prompt Input Allowlist,V7-02,false,true,false,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,tool-protocol,"tool-protocol-and-schema extracted from superseded-review; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,true,false,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,verification-recovery,"verification-recovery-gates extracted from superseded-review; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,context-memory-ledger,"context-memory-ledger extracted from superseded-review; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-review; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from superseded-review; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,release-claim-boundary,"claim-boundary-and-public-wording extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,release-claim-boundary,"release-ip-brand-risk extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,tui-trust-surface,"tui-visible-state-experience extracted from superseded-review; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,true
docs/DSXU_V4_CONSOLIDATION_EXECUTION_PLAN_20260518_CN.md,1-1608,scenario-replay,"scenario-test-corpus extracted from superseded-review; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,prompt-discipline,"prompt-behavior-discipline extracted from superseded-review; use as structured signal only, not raw prompt context.",Prompt Section Router / Prompt Input Allowlist,V7-02,false,true,false,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,tool-protocol,"tool-protocol-and-schema extracted from superseded-review; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,true,false,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,verification-recovery,"verification-recovery-gates extracted from superseded-review; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,context-memory-ledger,"context-memory-ledger extracted from superseded-review; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-review; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from superseded-review; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,release-claim-boundary,"claim-boundary-and-public-wording extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,release-claim-boundary,"release-ip-brand-risk extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,tui-trust-surface,"tui-visible-state-experience extracted from superseded-review; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,true
docs/DSXU_V4_FEATURE_OWNER_MAP_20260518.md,1-64,scenario-replay,"scenario-test-corpus extracted from superseded-review; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,prompt-discipline,"prompt-behavior-discipline extracted from superseded-review; use as structured signal only, not raw prompt context.",Prompt Section Router / Prompt Input Allowlist,V7-02,false,true,false,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,tool-protocol,"tool-protocol-and-schema extracted from superseded-review; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,true,false,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,verification-recovery,"verification-recovery-gates extracted from superseded-review; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,context-memory-ledger,"context-memory-ledger extracted from superseded-review; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-review; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from superseded-review; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,release-claim-boundary,"claim-boundary-and-public-wording extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,release-claim-boundary,"release-ip-brand-risk extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,tui-trust-surface,"tui-visible-state-experience extracted from superseded-review; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,true
docs/DSXU_V4_FOCUSED_REAUDIT_20260519.md,1-70,scenario-replay,"scenario-test-corpus extracted from superseded-review; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,prompt-discipline,"prompt-behavior-discipline extracted from superseded-review; use as structured signal only, not raw prompt context.",Prompt Section Router / Prompt Input Allowlist,V7-02,false,true,false,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,tool-protocol,"tool-protocol-and-schema extracted from superseded-review; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,true,false,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,verification-recovery,"verification-recovery-gates extracted from superseded-review; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,context-memory-ledger,"context-memory-ledger extracted from superseded-review; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-review; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from superseded-review; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,release-claim-boundary,"claim-boundary-and-public-wording extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,release-claim-boundary,"release-ip-brand-risk extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_FREEZE_REGISTER_20260518.md,1-21,scenario-replay,"scenario-test-corpus extracted from superseded-review; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_V4_REAL_TASK_HIT_RATE_PACK_20260519.md,1-60,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_REAL_TASK_HIT_RATE_PACK_20260519.md,1-60,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_REAL_TASK_HIT_RATE_PACK_20260519.md,1-60,verification-recovery,"verification-recovery-gates extracted from superseded-review; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_V4_REAL_TASK_HIT_RATE_PACK_20260519.md,1-60,context-memory-ledger,"context-memory-ledger extracted from superseded-review; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_V4_REAL_TASK_HIT_RATE_PACK_20260519.md,1-60,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-review; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_V4_REAL_TASK_HIT_RATE_PACK_20260519.md,1-60,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from superseded-review; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_REAL_TASK_HIT_RATE_PACK_20260519.md,1-60,release-claim-boundary,"claim-boundary-and-public-wording extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_REAL_TASK_HIT_RATE_PACK_20260519.md,1-60,release-claim-boundary,"release-ip-brand-risk extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_REAL_TASK_HIT_RATE_PACK_20260519.md,1-60,tui-trust-surface,"tui-visible-state-experience extracted from superseded-review; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,true
docs/DSXU_V4_REAL_TASK_HIT_RATE_PACK_20260519.md,1-60,scenario-replay,"scenario-test-corpus extracted from superseded-review; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_V4_SCRIPT_SURFACE_MAP_20260518.md,1-84,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-review; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V4_SCRIPT_SURFACE_MAP_20260518.md,1-84,verification-recovery,"verification-recovery-gates extracted from superseded-review; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_V4_SCRIPT_SURFACE_MAP_20260518.md,1-84,context-memory-ledger,"context-memory-ledger extracted from superseded-review; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_V4_SCRIPT_SURFACE_MAP_20260518.md,1-84,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-review; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_V4_SCRIPT_SURFACE_MAP_20260518.md,1-84,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from superseded-review; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_SCRIPT_SURFACE_MAP_20260518.md,1-84,release-claim-boundary,"claim-boundary-and-public-wording extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V4_SCRIPT_SURFACE_MAP_20260518.md,1-84,release-claim-boundary,"release-ip-brand-risk extracted from superseded-review; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,prompt-discipline,"prompt-behavior-discipline extracted from superseded-plan; use as structured signal only, not raw prompt context.",Prompt Section Router / Prompt Input Allowlist,V7-02,false,true,false,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-plan; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from superseded-plan; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,tool-protocol,"tool-protocol-and-schema extracted from superseded-plan; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,true,false,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,verification-recovery,"verification-recovery-gates extracted from superseded-plan; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,context-memory-ledger,"context-memory-ledger extracted from superseded-plan; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-plan; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from superseded-plan; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,release-claim-boundary,"claim-boundary-and-public-wording extracted from superseded-plan; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,release-claim-boundary,"release-ip-brand-risk extracted from superseded-plan; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,tui-trust-surface,"tui-visible-state-experience extracted from superseded-plan; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,true
docs/DSXU_V5_EXECUTION_PLAN_20260519_CN.md,1-1264,scenario-replay,"scenario-test-corpus extracted from superseded-plan; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_V5_PHASE0_CLAIM_BOUNDARY_20260519.md,1-47,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-plan; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_CLAIM_BOUNDARY_20260519.md,1-47,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-plan; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_CLAIM_BOUNDARY_20260519.md,1-47,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from superseded-plan; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V5_PHASE0_CLAIM_BOUNDARY_20260519.md,1-47,release-claim-boundary,"claim-boundary-and-public-wording extracted from superseded-plan; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V5_PHASE0_CLAIM_BOUNDARY_20260519.md,1-47,release-claim-boundary,"release-ip-brand-risk extracted from superseded-plan; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V5_PHASE0_CLAIM_BOUNDARY_20260519.md,1-47,scenario-replay,"scenario-test-corpus extracted from superseded-plan; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_V5_PHASE0_EXPERIENCE_20260519.md,1-41,prompt-discipline,"prompt-behavior-discipline extracted from superseded-plan; use as structured signal only, not raw prompt context.",Prompt Section Router / Prompt Input Allowlist,V7-02,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_EXPERIENCE_20260519.md,1-41,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-plan; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_EXPERIENCE_20260519.md,1-41,verification-recovery,"verification-recovery-gates extracted from superseded-plan; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_EXPERIENCE_20260519.md,1-41,context-memory-ledger,"context-memory-ledger extracted from superseded-plan; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_EXPERIENCE_20260519.md,1-41,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-plan; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_EXPERIENCE_20260519.md,1-41,benchmark-hit-rate,"benchmark-and-hit-rate-evidence extracted from superseded-plan; use as structured signal only, not raw prompt context.",Evidence / Benchmark Owner,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V5_PHASE0_EXPERIENCE_20260519.md,1-41,release-claim-boundary,"claim-boundary-and-public-wording extracted from superseded-plan; use as structured signal only, not raw prompt context.",Release Claim Binder,V7 Claim Boundary Gate,false,true,true,false,false,true
docs/DSXU_V5_PHASE0_EXPERIENCE_20260519.md,1-41,tui-trust-surface,"tui-visible-state-experience extracted from superseded-plan; use as structured signal only, not raw prompt context.",TUI Trust Surface,V6 PTY/TUI Acceptance,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_EXPERIENCE_20260519.md,1-41,scenario-replay,"scenario-test-corpus extracted from superseded-plan; use as structured signal only, not raw prompt context.",Scenario Replay Bank,V7-06,false,true,true,false,false,true
docs/DSXU_V5_PHASE0_MAINLINE_20260519.md,1-45,agent-skill-mcp,"agent-multi-window-orchestration extracted from superseded-plan; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_MAINLINE_20260519.md,1-45,agent-skill-mcp,"skill-mcp-workflow-boundary extracted from superseded-plan; use as structured signal only, not raw prompt context.",Agent Evidence / MCP Skill Registry,V6 Agent-Skill Expert Layer,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_MAINLINE_20260519.md,1-45,tool-protocol,"tool-protocol-and-schema extracted from superseded-plan; use as structured signal only, not raw prompt context.",Tool Gate / Tool View,V6 Tool Contract / V7 Safety Gate,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_MAINLINE_20260519.md,1-45,verification-recovery,"verification-recovery-gates extracted from superseded-plan; use as structured signal only, not raw prompt context.",VerificationKernel / Recovery Decision,V6 Recovery / V7 Scenario Replay,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_MAINLINE_20260519.md,1-45,context-memory-ledger,"context-memory-ledger extracted from superseded-plan; use as structured signal only, not raw prompt context.",PlanGraph / Work-State Ledger,V6 Ledger / V7 Runtime Reachability,false,true,false,false,false,true
docs/DSXU_V5_PHASE0_MAINLINE_20260519.md,1-45,deepseek-routing-cost-cache,"deepseek-routing-cost-cache extracted from superseded-plan; use as structured signal only, not raw prompt context.",DeepSeek Route / Cost / Cache Owner,V6 DeepSeek Native Runtime,false,true,false,false,false,true
