"Path","Exists","Count","Category","Phase","Owner","Decision","Signal"
"src\utils\model\compat\legacyProviderModelOptions.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\utils\model\compat\legacyProviderModelOptions.ts:261:    description: `Opus 4.6 with 1M context${billingInfo}${getOpus46PricingSuffix(fastMode)}`,"
"src\costHook.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\costHook.ts:3:import { hasProviderConsoleBillingAccess } from './services/auth/dsxuBillingAccess.js'"
"src\costHook.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\costHook.ts:11:      if (hasProviderConsoleBillingAccess()) {"
"src\commands\rate-limit-options\rate-limit-options.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\commands\rate-limit-options\rate-limit-options.tsx:12:import { hasDsxuProviderBillingAccess } from '../../services/auth/dsxuBillingAccess.js';"
"src\commands\rate-limit-options\rate-limit-options.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\commands\rate-limit-options\rate-limit-options.tsx:59:        const hasBillingAccess = hasDsxuProviderBillingAccess();"
"src\commands\rate-limit-options\rate-limit-options.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\commands\rate-limit-options\rate-limit-options.tsx:60:        const needsToRequestFromAdmin = isTeamOrEnterprise && !hasBillingAccess;"
"src\constants\system.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\constants\system.ts:17:export const PROVIDER_BILLING_HEADER_NAME = `x-${LEGACY_VENDOR_HEADER_PREFIX}-billing-header`"
"src\hooks\notifs\useRateLimitWarningNotification.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\hooks\notifs\useRateLimitWarningNotification.tsx:9:import { hasProviderSubscriptionBillingAccess } from 'src/services/auth/dsxuBillingAccess.js';"
"src\hooks\notifs\useRateLimitWarningNotification.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\hooks\notifs\useRateLimitWarningNotification.tsx:47:    t3 = hasProviderSubscriptionBillingAccess();"
"src\hooks\notifs\useRateLimitWarningNotification.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\hooks\notifs\useRateLimitWarningNotification.tsx:52:  const hasBillingAccess = t3;"
"src\hooks\notifs\useRateLimitWarningNotification.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\hooks\notifs\useRateLimitWarningNotification.tsx:62:      if (DsxuLimits.isUsingOverage && !hasShownOverageNotification && (!isTeamOrEnterprise || hasBillingAccess)) {"
"src\hooks\notifs\useRateLimitWarningNotification.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\hooks\notifs\useRateLimitWarningNotification.tsx:75:    t5 = [DsxuLimits.isUsingOverage, usingOverageText, hasShownOverageNotification, addNotification, hasBillingAccess, isTeamOrEnterprise];"
"src\entrypoints\sdk\coreSchemas.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\entrypoints\sdk\coreSchemas.ts:1264:    'billing_error',"
"src\services\auth\dsxuProviderAuth.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuProviderAuth.ts:1701:  const billingType = accountInfo?.billingType"
"src\services\auth\dsxuProviderAuth.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuProviderAuth.ts:1704:  if (!isProviderSubscriptionAccount() || !billingType) {"
"src\services\auth\dsxuProviderAuth.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuProviderAuth.ts:1708:  // only allow Stripe and mobile billing types to purchase extra usage"
"src\services\auth\dsxuProviderAuth.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuProviderAuth.ts:1710:    billingType !== 'stripe_subscription' &&"
"src\services\auth\dsxuProviderAuth.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuProviderAuth.ts:1711:    billingType !== 'stripe_subscription_contracted' &&"
"src\services\auth\dsxuProviderAuth.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuProviderAuth.ts:1712:    billingType !== 'apple_subscription' &&"
"src\services\auth\dsxuProviderAuth.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuProviderAuth.ts:1713:    billingType !== 'google_play_subscription'"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:11:export function hasProviderConsoleBillingAccess(): boolean {"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:40:  // Users have billing access if they are admins or billing roles at either workspace or organization level"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:42:    ['admin', 'billing'].includes(orgRole) ||"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:43:    ['workspace_admin', 'workspace_billing'].includes(workspaceRole)"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:47:// Mock billing access for /mock-limits testing (set by mockRateLimits.ts)"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:48:let mockProviderBillingAccessOverride: boolean | null = null"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:50:export function setMockProviderBillingAccessOverride(value: boolean | null): void {"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:51:  mockProviderBillingAccessOverride = value"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:54:export function hasProviderSubscriptionBillingAccess(): boolean {"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:55:  // Check for mock billing access first (for /mock-limits testing)"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:56:  if (mockProviderBillingAccessOverride !== null) {"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:57:    return mockProviderBillingAccessOverride"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:66:  // Consumer plans (Max/Pro) - individual users always have billing access"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:71:  // Team/Enterprise - check for admin or billing roles"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:77:    ['admin', 'billing', 'owner', 'primary_owner'].includes(orgRole)"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:83:export function hasDsxuProviderBillingAccess(): boolean {"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:86:  if (mockProviderBillingAccessOverride !== null) {"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:87:    return mockProviderBillingAccessOverride"
"src\services\auth\dsxuBillingAccess.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\auth\dsxuBillingAccess.ts:102:  return hasProviderConsoleBillingAccess() || hasProviderSubscriptionBillingAccess()"
"src\components\ConsoleOAuthFlow.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\ConsoleOAuthFlow.tsx:73:  const forcedMethodMessage = forceLoginMethod === PROVIDER_SUBSCRIPTION_LOGIN_METHOD ? 'Login method pre-selected: Subscription Plan (provider subscription entitlement)' : forceLoginMethod === 'console' ? 'Login method pre-selected: API Usage Billing (Provider Console)' : null;"
"src\components\ConsoleOAuthFlow.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\ConsoleOAuthFlow.tsx:419:            label: <Text>Provider Console account -{"" ""}<Text dimColor={true}>API usage billing</Text>{""\n""}</Text>,"
"src\screens\REPL.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\screens\REPL.tsx:138:import { hasProviderConsoleBillingAccess } from '../services/auth/dsxuBillingAccess.js';"
"src\screens\REPL.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\screens\REPL.tsx:2823:      // Mark as shown even if the dialog won't render (no console billing"
"src\screens\REPL.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\screens\REPL.tsx:2827:      if (hasProviderConsoleBillingAccess()) {"
"src\services\api\dsxuTransport.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\api\dsxuTransport.ts:408:  // 3P Bedrock users get 1h TTL when opted in via env var -> they manage their own billing"
"src\services\api\errors.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\api\errors.ts:786:      error: 'billing_error',"
"src\services\api\errors.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\api\errors.ts:1074:  // Credit/billing errors"
"src\services\api\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\api\client.ts:292:          // Risk: If auth project != API target project, this could cause billing/audit issues"
"src\services\api\adminRequests.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\api\adminRequests.ts:43: * For Team/Enterprise users who don't have billing/admin permissions,"
"src\services\rateLimitMessages.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\rateLimitMessages.ts:11:import { hasProviderSubscriptionBillingAccess } from './auth/dsxuBillingAccess.js'"
"src\services\rateLimitMessages.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\rateLimitMessages.ts:80:    // Don't warn non-billing Team/Enterprise users about approaching plan limits"
"src\services\rateLimitMessages.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\rateLimitMessages.ts:91:      !hasProviderSubscriptionBillingAccess()"
"src\services\rateLimitMessages.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\rateLimitMessages.ts:278:      // Teams/Enterprise with overages enabled or unsupported billing type don't need upsell"
"src\services\PromptSuggestion\promptSuggestion.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\PromptSuggestion\promptSuggestion.ts:345:  // cache-key params. The billing cache key includes more than just"
"src\services\mockRateLimitsCompat\legacyProviderMockRateLimits.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\mockRateLimitsCompat\legacyProviderMockRateLimits.ts:9:import { setMockProviderBillingAccessOverride } from '../auth/dsxuBillingAccess.js'"
"src\services\mockRateLimitsCompat\legacyProviderMockRateLimits.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\mockRateLimitsCompat\legacyProviderMockRateLimits.ts:664:  setMockProviderBillingAccessOverride(null)"
"src\services\mockRateLimitsCompat\legacyProviderMockRateLimits.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\mockRateLimitsCompat\legacyProviderMockRateLimits.ts:815:// Mock billing access (admin vs non-admin)"
"src\services\mockRateLimitsCompat\legacyProviderMockRateLimits.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\mockRateLimitsCompat\legacyProviderMockRateLimits.ts:816:export function setMockBillingAccess(hasAccess: boolean | null): void {"
"src\services\mockRateLimitsCompat\legacyProviderMockRateLimits.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\mockRateLimitsCompat\legacyProviderMockRateLimits.ts:821:  setMockProviderBillingAccessOverride(hasAccess)"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:26:  BillingType,"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:205:      config.oauthAccount?.billingType !== undefined &&"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:224:      if (profileInfo.billingType !== null) {"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:225:        updates.billingType = profileInfo.billingType"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:362:  billingType: BillingType | null"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:396:    billingType: BillingType | null"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:404:    billingType: profile?.organization?.billing_type ?? null,"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:482:      config.oauthAccount.billingType !== undefined &&"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:508:        billingType: profile.organization.billing_type ?? undefined,"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:525:  billingType,"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:534:  billingType?: BillingType"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:543:    billingType,"
"src\services\oauth\client.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\services\oauth\client.ts:559:      current.oauthAccount?.billingType === accountInfo.billingType &&"
"src\components\messages\RateLimitMessage.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\messages\RateLimitMessage.tsx:8:import { hasProviderSubscriptionBillingAccess } from 'src/services/auth/dsxuBillingAccess.js';"
"src\components\messages\RateLimitMessage.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\messages\RateLimitMessage.tsx:16:  hasBillingAccess: boolean;"
"src\components\messages\RateLimitMessage.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\messages\RateLimitMessage.tsx:24:  hasBillingAccess"
"src\components\messages\RateLimitMessage.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\messages\RateLimitMessage.tsx:41:    if (hasBillingAccess) {"
"src\components\messages\RateLimitMessage.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\messages\RateLimitMessage.tsx:118:        hasBillingAccess: hasProviderSubscriptionBillingAccess()"
"src\components\messages\AssistantTextMessage.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\messages\AssistantTextMessage.tsx:103:          t2 = <MessageResponse height={1}><Text color=""error"">Credit balance too low · Add funds: https://docs.dsxu.local/provider-billing</Text></MessageResponse>;"
"src\components\Passes\Passes.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\Passes\Passes.tsx:192:    runtime: 'DSXU Passes/Billing Boundary',"
"src\components\Passes\Passes.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\Passes\Passes.tsx:193:    defaultBehavior: 'DSXU referral/pass UI is disabled in DSXU runtime and retained only as a provider billing-shell pattern',"
"src\components\Passes\Passes.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\Passes\Passes.tsx:194:    providerTarget: 'DSXU Identity/Billing Provider',"
"src\components\LogoV2\CondensedLogo.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\CondensedLogo.tsx:11:import { formatModelAndBilling, getLogoDisplayData, truncatePath } from '../../utils/logoV2Utils.js';"
"src\components\LogoV2\CondensedLogo.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\CondensedLogo.tsx:28:    billingType,"
"src\components\LogoV2\CondensedLogo.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\CondensedLogo.tsx:55:    truncatedBilling,"
"src\components\LogoV2\CondensedLogo.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\CondensedLogo.tsx:56:  } = formatModelAndBilling(modelDisplayName + effortSuffix, billingType, textWidth);"
"src\components\LogoV2\CondensedLogo.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\CondensedLogo.tsx:80:              <Text dimColor={true}>{truncatedBilling}</Text>"
"src\components\LogoV2\CondensedLogo.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\CondensedLogo.tsx:83:            <Text dimColor={true}>{truncatedModel} 路 {truncatedBilling}</Text>"
"src\components\LogoV2\GuestPassesUpsell.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\GuestPassesUpsell.tsx:77:    providerTarget: 'DSXU Identity/Billing Provider',"
"src\components\LogoV2\GuestPassesUpsell.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\GuestPassesUpsell.tsx:81:      'business-shell semantics are preserved only as provider/billing contract input',"
"src\components\LogoV2\LogoV2.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\LogoV2.tsx:164:    billingType,"
"src\components\LogoV2\LogoV2.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\LogoV2.tsx:324:    return <><OffscreenFreeze><Box flexDirection=""column"" borderStyle=""round"" borderColor=""professionalBlue"" borderText={t11} paddingX={1} paddingY={1} alignItems=""center"" width={columns}><Text bold={true}>{welcomeMessage}</Text>{t12}{t13}<Text dimColor={true}>{billingType}</Text><Text dimColor={true}>{agentName ? `@${agentName} - ${truncatedCwd}` : truncatedCwd}</Text></Box></OffscreenFreeze>{t14}{t15}{t16}{t17}{t18}{t19}</>;"
"src\components\LogoV2\LogoV2.tsx","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\components\LogoV2\LogoV2.tsx:327:  const modelLine = !process.env.IS_DEMO && config.oauthAccount?.organizationName ? `${modelDisplayName} - ${billingType} - ${config.oauthAccount.organizationName}` : `${modelDisplayName} - ${billingType}`;"
"src\dsxu\engine\v18-provider-service-shell-policy.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\dsxu\engine\v18-provider-service-shell-policy.ts:11:  | 'DSXU Cost/Billing Policy Provider'"
"src\dsxu\engine\v19-cost-cache-live-task-evidence.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\dsxu\engine\v19-cost-cache-live-task-evidence.ts:136:  taskId: 'v19_phase5_live_provider_cache_prefix_billing'"
"src\dsxu\engine\v19-cost-cache-live-task-evidence.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\dsxu\engine\v19-cost-cache-live-task-evidence.ts:526:    scenario: 'v19_phase5_live_provider_cache_prefix_billing',"
"src\dsxu\engine\v19-cost-cache-live-task-evidence.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\dsxu\engine\v19-cost-cache-live-task-evidence.ts:575:    taskId: 'v19_phase5_live_provider_cache_prefix_billing',"
"src\dsxu\engine\v19-cost-cache-live-task-evidence.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\dsxu\engine\v19-cost-cache-live-task-evidence.ts:593:      'Phase 5 has local Pro-rescue, local Flash-only success, and live provider cache/billing evidence; continue to Phase 6 gate classification unless a broader repeated live-task mix is required.',"
"src\dsxu\engine\v19-cost-cache-live-task-evidence.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\dsxu\engine\v19-cost-cache-live-task-evidence.ts:968:      'Pair this Flash-only success sample with the Pro rescue sample, then collect a live-provider billing/cache sample if credentials allow.',"
"src\dsxu\engine\__tests__\deepseek-v4-control-v1.test.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\dsxu\engine\__tests__\deepseek-v4-control-v1.test.ts:469:        'backend-billing-platform',"
"src\dsxu\engine\__tests__\deepseek-v4-control-v1.test.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\dsxu\engine\__tests__\deepseek-v4-control-v1.test.ts:471:          'Build a complete backend billing service with auth, database migrations, webhook ingestion, background jobs, observability, tests, and deployment notes.',"
"src\dsxu\engine\__tests__\v19-cost-cache-live-task-evidence-v1.test.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\dsxu\engine\__tests__\v19-cost-cache-live-task-evidence-v1.test.ts:166:  test('ingests live provider cache/billing usage evidence into the Phase 5 summary', async () => {"
"src\dsxu\engine\__tests__\v19-cost-cache-live-task-evidence-v1.test.ts","True","1","p1-product-specific-signal-billing","P1","Cost/Ledger Owner","map to DSXU cost ledger/provider entitlement; delete unused old state","src\dsxu\engine\__tests__\v19-cost-cache-live-task-evidence-v1.test.ts:251:    expect(persisted).toContain('""taskId"": ""v19_phase5_live_provider_cache_prefix_billing""')"
"src\context\notifications.tsx","True","1","p1-product-specific-signal-subscription","P1","Provider Auth/Entitlement Owner","map to provider subscription account metadata or delete unused old subscription state","src\context\notifications.tsx:216:  // Imperative read (not useAppState) — a subscription in a mount-only"
