"path","term","count","surface","classification","releaseRisk"
"src/utils/model/deepseekV4CostRouter.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/dsxuModel.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/modelOptions.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/providerMigration/providerMigration1mAccess.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/providerMigration/providerMigrationAgentModel.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/providerMigration/providerMigrationAliases.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/providerMigration/providerMigrationContext.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/providerMigration/providerMigrationFastMode.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/providerMigration/providerMigrationModel.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/providerMigration/providerMigrationModelCompat.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/model/providerMigration/providerMigrationModelOptions.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/modelCost.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/settings/types.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/swarm/spawnUtils.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"src/utils/thinking.ts","DeepSeek","1","product-source","configured-provider-brand-review","allowed-provider-reference-review"
"docs/CONFIGURATION.md","DeepSeek","2","public-release-doc","configured-provider-brand-review","allowed-provider-reference-review"
"docs/DOCTOR_HEALTH.md","DeepSeek","2","public-release-doc","configured-provider-brand-review","allowed-provider-reference-review"
"docs/SECURITY_PERMISSION.md","DeepSeek","2","public-release-doc","configured-provider-brand-review","allowed-provider-reference-review"
"README.md","DeepSeek","14","public-release-doc","configured-provider-brand-review","allowed-provider-reference-review"
"docs/INSTALL.md","Ollama","1","docs-other","third-party-brand-review","internal-ok-review"
"docs/INSTALL.md","OpenAI","1","docs-other","third-party-brand-review","internal-ok-review"
"docs/DSXU_V18_V19_MERGED_AUDIT_20260510_CLEAN.md","Anthropic","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V18_V19_MERGED_AUDIT_20260510_CLEAN.md","brand","2","internal-evidence-doc","generic-brand-word-review","internal-ok-review"
"docs/DSXU_V18_V19_MERGED_AUDIT_20260510_CLEAN.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V18_V19_MERGED_AUDIT_20260510_CLEAN.md","Codex","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V18_V19_MERGED_AUDIT_20260510_CLEAN.md","Ollama","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_100_POINT_ARCHITECTURE_REVIEW_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_C2_FULL_OWNER_EXECUTION_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_C2_OGR_CROSS_SIGNOFF_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_CLAUDE_EXPERIENCE_DATA_AUDIT_20260514.md","Anthropic","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_CLAUDE_EXPERIENCE_DATA_AUDIT_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_CLAUDE_SRC_COMPARATIVE_ABSORPTION_REVIEW_20260514.md","Anthropic","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_CLAUDE_SRC_COMPARATIVE_ABSORPTION_REVIEW_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_COMMERCIAL_IP_BRAND_RELEASE_GATE_20260515.md","brand","2","internal-evidence-doc","generic-brand-word-review","internal-ok-review"
"docs/DSXU_V20_COMMERCIAL_IP_BRAND_RELEASE_GATE_20260515.md","copyright","1","internal-evidence-doc","legal-term-review","internal-ok-review"
"docs/DSXU_V20_COMMERCIAL_IP_BRAND_RELEASE_GATE_20260515.md","patent","1","internal-evidence-doc","legal-term-review","internal-ok-review"
"docs/DSXU_V20_COMMERCIAL_IP_BRAND_RELEASE_GATE_20260515.md","trademark","1","internal-evidence-doc","legal-term-review","internal-ok-review"
"docs/DSXU_V20_EXTERNAL_VISIBLE_STATE_OWNER_REVIEW_20260515.md","AionUi","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_EXTERNAL_VISIBLE_STATE_OWNER_REVIEW_20260515.md","browser-use","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_EXTERNAL_VISIBLE_STATE_OWNER_REVIEW_20260515.md","Cherry","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_EXTERNAL_VISIBLE_STATE_OWNER_REVIEW_20260515.md","Warp","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_FULL_CODE_INTEGRATION_ASSESSMENT_20260514.md","Anthropic","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_FULL_CODE_INTEGRATION_ASSESSMENT_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MAINLINE_OWNER_MAP_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","AionUi","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","Anthropic","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","brand","2","internal-evidence-doc","generic-brand-word-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","browser-use","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","Cherry","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","Codex","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","GPT-5","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","Ollama","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","OpenAI","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_MASTER_PLAN_20260514.md","Warp","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_OWNER_GAP_MATRIX_20260514.md","Anthropic","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_OWNER_GAP_MATRIX_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_OWNER_GIT_REVIEW_EXECUTION_20260514.md","AionUi","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_OWNER_GIT_REVIEW_EXECUTION_20260514.md","browser-use","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_OWNER_GIT_REVIEW_EXECUTION_20260514.md","Cherry","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_OWNER_GIT_REVIEW_EXECUTION_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_OWNER_GIT_REVIEW_EXECUTION_20260514.md","Ollama","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_OWNER_GIT_REVIEW_EXECUTION_20260514.md","OpenAI","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_OWNER_GIT_REVIEW_EXECUTION_20260514.md","Warp","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_P1_PRODUCT_SIGNAL_OWNER_CLEANUP_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_REAL_GAP_PRODUCTIZATION_REVIEW_20260514.md","AionUi","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_REAL_GAP_PRODUCTIZATION_REVIEW_20260514.md","browser-use","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_REAL_GAP_PRODUCTIZATION_REVIEW_20260514.md","Cherry","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_REAL_GAP_PRODUCTIZATION_REVIEW_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_REAL_GAP_PRODUCTIZATION_REVIEW_20260514.md","Warp","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"docs/DSXU_V20_REAL_OPERATION_TEST_ACCEPTANCE_20260514.md","Claude","1","internal-evidence-doc","third-party-brand-review","internal-ok-review"
"src/commands/install.tsx","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/commands/install-github-app/setupGitHubActions.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/components/EffortCallout.tsx","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/components/LogoV2/GuestPassesUpsell.tsx","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/components/LogoV2/OverageCreditUpsell.tsx","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/components/LogoV2/WelcomeV2.tsx","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/components/mcp/MCPRemoteServerMenu.tsx","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/components/Spinner.tsx","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/components/Stats.tsx","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/components/TeleportProgress.tsx","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/dsxu/engine/v18-proprietary-code-risk-gate.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/hooks/useVirtualScroll.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/local-work/core/task/entities/task.entity.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/migrations/migrateSonnet45ToSonnet46.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/services/tips/tipRegistry.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/services/voiceKeyterms.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/skills/bundled/simplify.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/types/ids.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/utils/analyzeContext.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/utils/systemPromptType.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/utils/theme.ts","brand","1","product-source","generic-brand-word-review","internal-ok-review"
"src/tools/MCPTool/classifyForCollapse.ts","copyright","1","product-source","legal-term-review","product-source-legal-review-required"
"src/tools/WebFetchTool/prompt.ts","copyright","1","product-source","legal-term-review","product-source-legal-review-required"
"src/utils/ansiToPng.ts","copyright","1","product-source","legal-term-review","product-source-legal-review-required"
"src/utils/vendor/ripgrep/x64-linux/rg","copyright","1","product-source","legal-term-review","product-source-legal-review-required"
"src/utils/vendor/ripgrep/x64-linux/rg","patent","1","product-source","legal-term-review","product-source-legal-review-required"
"src/utils/vendor/ripgrep/x64-win32/rg.exe","copyright","1","product-source","legal-term-review","product-source-legal-review-required"
"src/utils/vendor/ripgrep/x64-win32/rg.exe","patent","1","product-source","legal-term-review","product-source-legal-review-required"
"src/commands/terminalSetup/terminalSetup.tsx","Warp","1","product-source","third-party-brand-review","product-source-review-required"
"src/components/LogoV2/assets/dsxu-mascot.png","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/components/LogoV2/assets/dsxu-mascot-terminal.png","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/components/messages/CollapsedReadSearchContent.tsx","Cherry","1","product-source","third-party-brand-review","product-source-review-required"
"src/components/PromptInput/PromptInputFooterLeftSide.tsx","GPT5","1","product-source","third-party-brand-review","product-source-review-required"
"src/constants/spinnerVerbs.ts","Warp","1","product-source","third-party-brand-review","product-source-review-required"
"src/coordinator/coordinatorMode.ts","Cherry","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/api-service.test.ts","Ollama","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/api-service.test.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/llm-adapter-owner-v1.test.ts","Ollama","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/llm-adapter-owner-v1.test.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/provider-contract-v1.test.ts","Ollama","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/provider-contract-v1.test.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/raw-evidence-readiness-register-v1.test.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/toolchain-selfcheck-v1.test.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/toolchain-selfcheck-v1.test.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/tool-protocol/integration.test.ts","Cherry","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/wave5-doctor.test.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/__tests__/worktree-orchestrator.test.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/adapters/bash-adapter.ts","Cherry","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/api-service.ts","Ollama","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/api-service.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/config.ts","Ollama","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/config.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/doctor.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/high-pressure-reference-absorption-contract.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/index.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/llm-adapter.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/model-gateway-client.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/model-routing-control.ts","Ollama","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/model-routing-control.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/next-stage-productization-contract.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/product-reality-hardening-contract.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/v10-reference-behavior-productization-contract.ts","Claude","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/v11-100-point-roadmap-contract.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/engine/worktree-orchestrator.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/integration/harness/raw-evidence-readiness-register-v1-harness.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/integration/harness/toolchain-selfcheck-v1-harness.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/integration/harness/toolchain-selfcheck-v1-harness.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/dsxu/msa/__tests__/embedding-ollama.test.ts","Ollama","1","product-source","third-party-brand-review","product-source-review-required"
"src/ink/terminal.ts","Warp","1","product-source","third-party-brand-review","product-source-review-required"
"src/local-work/infrastructure/config/config.service.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/services/api/deepseek-adapter.ts","Codex","1","product-source","third-party-brand-review","product-source-review-required"
"src/services/api/deepseek-adapter.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/services/teamMemorySync/secretScanner.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/skills/bundled/dsxuApi.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/skills/bundled/dsxuApiContent.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/skills/bundled/skillify.ts","Cherry","1","product-source","third-party-brand-review","product-source-review-required"
"src/tools/AgentTool/built-in/dsxuCodeGuideAgent.ts","OpenAI","1","product-source","third-party-brand-review","product-source-review-required"
"src/tools/AskUserQuestionTool/AskUserQuestionTool.tsx","GPT5","1","product-source","third-party-brand-review","product-source-review-required"
"src/tools/shared/gitOperationTracking.ts","Cherry","1","product-source","third-party-brand-review","product-source-review-required"
"src/utils/commitAttribution.ts","Cherry","1","product-source","third-party-brand-review","product-source-review-required"
"src/utils/computerUse/common.ts","Warp","1","product-source","third-party-brand-review","product-source-review-required"
"src/utils/gitDiff.ts","Cherry","1","product-source","third-party-brand-review","product-source-review-required"
"src/utils/shell/readOnlyCommandValidation.ts","Cherry","1","product-source","third-party-brand-review","product-source-review-required"
"src/utils/vendor/ripgrep/x64-win32/rg.exe","Codex","1","product-source","third-party-brand-review","product-source-review-required"
