"commandId","group","ownerPacket","pathCount","status","exitCode","stdoutTail","stderrTail","startedAt","finishedAt"
"product:V20-OGR-08-cli-command-transport:4","product","V20-OGR-08-cli-command-transport","40","STAGED","0","","warning: in the working copy of 'src/commands/status/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/stickers/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/stickers/stickers.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/summary/index.js', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/terminalSetup/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/terminalSetup/terminalSetup.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/theme/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/thinkback/index.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.439Z","2026-05-15T02:26:28.533Z"
"product:V20-OGR-08-cli-command-transport:5","product","V20-OGR-08-cli-command-transport","21","STAGED","0","","d by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/vim/vim.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/voice/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/commands/voice/voice.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/entrypoints/cli.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/entrypoints/dsxu-code.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/entrypoints/init.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/entrypoints/sdk/coreSchemas.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/entrypoints/replLauncher.tsx', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.533Z","2026-05-15T02:26:28.598Z"
"product:V20-OGR-09-dsxu-engine-mainline:1","product","V20-OGR-09-dsxu-engine-mainline","40","STAGED","0","","y of 'src/dsxu/engine/goal-driven-optimization-contract.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/graph/graph-memory.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/high-pressure-reference-absorption-contract.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/__tests__/extension-runtime-owner-v20.test.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/__tests__/llm-adapter-owner-v1.test.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/__tests__/tool-definition-v20.test.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/__tests__/visible-shared-owner-v20.test.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.598Z","2026-05-15T02:26:28.680Z"
"product:V20-OGR-09-dsxu-engine-mainline:2","product","V20-OGR-09-dsxu-engine-mainline","40","STAGED","0","",".ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-owner-git-stage-plan.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-p12-raw-readiness.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-p12-target-manifest-intake.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-v20-final-preflight.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-v20-six-stage-test-plan.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/__tests__/v20-real-gap-acceptance-v1.test.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/v20-real-gap-acceptance.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.680Z","2026-05-15T02:26:28.763Z"
"product:V20-OGR-09-dsxu-engine-mainline:3","product","V20-OGR-09-dsxu-engine-mainline","9","STAGED","0","","me Git touches it
warning: in the working copy of 'scripts/dsxu-p12-target-manifest-contract-board.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-p12-target-manifest-discovery.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-p12-target-reference-collection-pack.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-v20-blocker-action-board.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-v20-closure-batch-runner.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-v20-owner-git-authorization-board.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'scripts/dsxu-v20-post-authorization-verification-plan.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.763Z","2026-05-15T02:26:28.822Z"
"product:V20-OGR-10-entry-query-tool-composition:1","product","V20-OGR-10-entry-query-tool-composition","20","STAGED","0","","f 'src/commands.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/constants/betas.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/constants/system.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/constants/tools.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/extended-tools.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/dsxu/engine/types.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/main.tsx', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/query/config.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.822Z","2026-05-15T02:26:28.920Z"
"product:V20-OGR-12-shared-platform-utilities:1","product","V20-OGR-12-shared-platform-utilities","40","STAGED","0","","f 'src/constants/spinnerVerbs.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/context.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/coordinator/coordinatorMode.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/analytics/firstPartyEventLogger.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/analytics/firstPartyEventLoggingExporter.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/analytics/metadata.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/compact/autoCompact.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/analytics/featureFlags.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:28.920Z","2026-05-15T02:26:29.003Z"
"product:V20-OGR-12-shared-platform-utilities:2","product","V20-OGR-12-shared-platform-utilities","40","STAGED","0","","ng.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/remoteManagedSettings/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/remoteManagedSettings/syncCache.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/remoteManagedSettings/syncCacheState.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/settingsSync/index.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/settingsSync/types.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/static-analysis/parsers/tsc.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/services/tips/tipRegistry.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:29.003Z","2026-05-15T02:26:29.083Z"
"product:V20-OGR-12-shared-platform-utilities:3","product","V20-OGR-12-shared-platform-utilities","40","STAGED","0","","', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/bash/bashParser.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/bash/commands.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/bash/parser.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/betas.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/cleanup.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/collapseReadSearch.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/concurrentSessions.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/config.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:29.083Z","2026-05-15T02:26:29.174Z"
"product:V20-OGR-12-shared-platform-utilities:4","product","V20-OGR-12-shared-platform-utilities","40","STAGED","0","","g copy of 'src/utils/envDynamic.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/envUtils.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/errors.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/fastMode.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/git.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/handlePromptSubmit.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/http.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/ide.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/envCompat.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:29.174Z","2026-05-15T02:26:29.260Z"
"product:V20-OGR-12-shared-platform-utilities:5","product","V20-OGR-12-shared-platform-utilities","40","STAGED","0","","ches it
warning: in the working copy of 'src/utils/pdfUtils.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/peerAddress.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/privacyLevel.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/readFileInRange.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/releaseNotes.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/sandbox/sandbox-adapter.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/secureStorage/keychainPrefetch.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/secureStorage/macOsKeychainHelpers.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:29.260Z","2026-05-15T02:26:29.342Z"
"product:V20-OGR-12-shared-platform-utilities:6","product","V20-OGR-12-shared-platform-utilities","40","STAGED","0","","Git touches it
warning: in the working copy of 'src/utils/settings/toolValidationConfig.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/settings/types.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/shellConfig.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/stats.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/statsCache.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/subprocessEnv.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/suggestions/commandSuggestions.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/telemetry/bigqueryExporter.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:29.342Z","2026-05-15T02:26:29.461Z"
"product:V20-OGR-12-shared-platform-utilities:7","product","V20-OGR-12-shared-platform-utilities","14","STAGED","0","","', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/tmuxSocket.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/toolResultStorage.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/toolSchemaCache.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/toolSearch.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/undercover.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/user.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/worktree.ts', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'src/utils/worktreeModeEnabled.ts', LF will be replaced by CRLF the next time Git touches it","2026-05-15T02:26:29.461Z","2026-05-15T02:26:29.549Z"
"deletion:V20-OGR-02-delete-old-evidence-review-runtime:1","deletion","V20-OGR-02-delete-old-evidence-review-runtime","40","STAGED","0","","","2026-05-15T02:26:29.549Z","2026-05-15T02:26:29.600Z"
"deletion:V20-OGR-02-delete-old-evidence-review-runtime:2","deletion","V20-OGR-02-delete-old-evidence-review-runtime","5","STAGED","0","","","2026-05-15T02:26:29.600Z","2026-05-15T02:26:29.645Z"
"deletion:V20-OGR-02-delete-old-provider-legacy-harness:1","deletion","V20-OGR-02-delete-old-provider-legacy-harness","40","STAGED","0","","","2026-05-15T02:26:29.645Z","2026-05-15T02:26:29.698Z"
"deletion:V20-OGR-02-delete-old-provider-legacy-harness:2","deletion","V20-OGR-02-delete-old-provider-legacy-harness","31","STAGED","0","","","2026-05-15T02:26:29.698Z","2026-05-15T02:26:29.754Z"
"deletion:V20-OGR-02-delete-state-owner-review:1","deletion","V20-OGR-02-delete-state-owner-review","27","STAGED","0","","","2026-05-15T02:26:29.754Z","2026-05-15T02:26:29.886Z"
"deletion:V20-OGR-03-delete-engine-builtin-tools-runtime:1","deletion","V20-OGR-03-delete-engine-builtin-tools-runtime","2","STAGED","0","","","2026-05-15T02:26:29.886Z","2026-05-15T02:26:29.943Z"
"deletion:V20-OGR-04-delete-engine-mcp-client-runtime:1","deletion","V20-OGR-04-delete-engine-mcp-client-runtime","1","STAGED","0","","","2026-05-15T02:26:29.943Z","2026-05-15T02:26:29.991Z"
"deletion:V20-OGR-12-delete-duplicate-desktop-deeplink-helper:1","deletion","V20-OGR-12-delete-duplicate-desktop-deeplink-helper","1","STAGED","0","","","2026-05-15T02:26:29.991Z","2026-05-15T02:26:30.037Z"
"product:V20-OGR-01-docs-generated-plan:1000","product","V20-OGR-01-docs-generated-plan","2","FAILED","128","","fatal: pathspec 'D:\DSXU-code\docs\generated\DSXU_V20_OWNER_GIT_STAGE_EXECUTION_20260515.csv' did not match any files","2026-05-15T02:26:30.037Z","2026-05-15T02:26:30.079Z"
