"path","ownerPacket","replacementOwner","activeImportReferenceStatus","reviewDecision"
"src/dsxu/integration/harness/pending-deletion-control-plane-replacement-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/pending-deletion-old-root-shim-replacement-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/pending-deletion-owner-review-rollup-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/pending-deletion-release-excluded-archive-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/pending-deletion-review-lanes-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/pending-deletion-review-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/pending-deletion-signoff-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/release-closure-board-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/skills-mainline-v1-clean-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/tool-mainline-v1-clean-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/tool-runtime-dirty-review-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/tool-runtime-duplication-decision-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/integration/harness/workspace-artifact-policy-register-v1-harness.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/auth/legacyProviderAuth.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/auth/legacyProviderControlAuth.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/config/legacyProviderConfig.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/env/legacyProviderEnv.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/git/legacyProviderAttribution.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProvider1mAccess.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderAdvisorModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderAgentModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderAliases.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderBetas.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderContext.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderContextWindowManager.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderDeprecation.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderEffort.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderFastMode.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderInsightsModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderModelAllowlist.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderModelConfigs.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderModelOptions.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderModelRuntimeCompat.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderPromptCacheEnv.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderSmallModelQuery.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderThinking.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderToolSearchModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderUltraplanModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderUsageLimit.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/model/legacyProviderWebSearchModel.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/replLauncher.tsx","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/legacy/testing/legacyProviderRateLimitClaim.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/migrations/dsxuLegacyModelMigrations.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/services/mcp/legacyRemoteMcpProvider.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/tools/RemoteTriggerTool/legacyRemoteTriggerProvider.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/utils/model/legacyModelCompat.ts","V20-OGR-02-delete-old-provider-legacy-harness","provider-migration source owner or DeepSeek mainline provider owner; old provider files are replace/delete candidates","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/coordinator-mainline-v4-strong.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/coordinator-role-routing-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/deferred-product-absorption-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/experience-store-query-context-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/kairos-session-mainline-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/owner-git-closure-board-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/owner-git-signoff-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/pending-deletion-control-plane-replacement-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/pending-deletion-old-root-shim-replacement-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/pending-deletion-signoff-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/recovery-runtime-v3.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/session-memory-mainline-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/source-encoding-boundary-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/tool-runtime-duplication-decision-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/v18-proprietary-code-risk-gate-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/__tests__/workspace-artifact-policy-register-v1.test.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/deferred-product-absorption-register-v1.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/owner-git-closure-board-v1.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/owner-git-signoff-register-v1.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/pending-deletion-control-plane-replacement-register-v1.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/pending-deletion-old-root-shim-replacement-register-v1.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/pending-deletion-signoff-register-v1.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/runtime-core.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/tool-runtime-duplication-decision-v1.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/dsxu/engine/workspace-artifact-policy-register-v1.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/services/analytics/growthbook.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
"src/utils/billing.ts","V20-OGR-02-delete-state-owner-review","named DSXU mainline owner or docs/generated review register; no active import blocker detected by targeted scan","PASS: refreshed targeted scan leaves no active product imports for deleted engine built-in tools, deleted dirty-review runtime, or deleted engine MCP runtime; remaining hits are test guard strings or named mainline owners","ready-for-delete-signoff-after-owner-review"
