"c2Action","claudePath","dsxuPath","c2OwnerFamily","primarySignal","targetOwnerPacket","currentGitStatus","currentReviewState","signoffDecision"
"review_absorb_as_shared_utility_only_if_imported","utils/classifierApprovals.ts","src/utils/classifierApprovals.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/classifierApprovalsHook.ts","src/utils/classifierApprovalsHook.ts","support_util","permission_safety","V20-OGR-03-tool-permission-lifecycle","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/claudeCodeHints.ts","src/utils/claudeCodeHints.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/claudeDesktop.ts","src/utils/claudeDesktop.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/cleanupRegistry.ts","src/utils/cleanupRegistry.ts","support_util","coding_workflow","V20-OGR-04-mcp-skill-plugin-registry","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/cliArgs.ts","src/utils/cliArgs.ts","support_util","support_util","V20-OGR-13-other-source-owner-review","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/cliHighlight.ts","src/utils/cliHighlight.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/codeIndexing.ts","src/utils/codeIndexing.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/collapseBackgroundBashNotifications.ts","src/utils/collapseBackgroundBashNotifications.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/collapseReadSearch.ts","src/utils/collapseReadSearch.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/combinedAbortSignal.ts","src/utils/combinedAbortSignal.ts","support_util","memory_context","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/commandLifecycle.ts","src/utils/commandLifecycle.ts","support_util","support_util","V20-OGR-13-other-source-owner-review","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/completionCache.ts","src/utils/completionCache.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/computerUse/cleanup.ts","src/utils/computerUse/cleanup.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/computerUse/computerUseLock.ts","src/utils/computerUse/computerUseLock.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/computerUse/drainRunLoop.ts","src/utils/computerUse/drainRunLoop.ts","support_util","permission_safety","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/computerUse/escHotkey.ts","src/utils/computerUse/escHotkey.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/computerUse/executor.ts","src/utils/computerUse/executor.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/computerUse/hostAdapter.ts","src/utils/computerUse/hostAdapter.ts","support_util","permission_safety","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/computerUse/inputLoader.ts","src/utils/computerUse/inputLoader.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/computerUse/swiftLoader.ts","src/utils/computerUse/swiftLoader.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/configConstants.ts","src/utils/configConstants.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/contentArray.ts","src/utils/contentArray.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/conversationRecovery.ts","src/utils/conversationRecovery.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/cron.ts","src/utils/cron.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/cronTasksLock.ts","src/utils/cronTasksLock.ts","support_util","coding_workflow","V20-OGR-05-agent-task-lifecycle","M","high-risk-owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/crossProjectResume.ts","src/utils/crossProjectResume.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/crypto.ts","src/utils/crypto.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/Cursor.ts","src/utils/Cursor.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/cwd.ts","src/utils/cwd.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/debug.ts","src/utils/debug.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/debugFilter.ts","src/utils/debugFilter.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/detectRepository.ts","src/utils/detectRepository.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/diagLogs.ts","src/utils/diagLogs.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/displayTags.ts","src/utils/displayTags.ts","support_util","permission_safety","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/dxt/zip.ts","src/utils/dxt/zip.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/earlyInput.ts","src/utils/earlyInput.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/editor.ts","src/utils/editor.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/embeddedTools.ts","src/utils/embeddedTools.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/envDynamic.ts","src/utils/envDynamic.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/envValidation.ts","src/utils/envValidation.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/execFileNoThrow.ts","src/utils/execFileNoThrow.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/execFileNoThrowPortable.ts","src/utils/execFileNoThrowPortable.ts","support_util","permission_safety","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/execSyncWrapper.ts","src/utils/execSyncWrapper.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/exportRenderer.tsx","src/utils/exportRenderer.tsx","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/fileOperationAnalytics.ts","src/utils/fileOperationAnalytics.ts","support_util","coding_workflow","V20-OGR-13-other-source-owner-review","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/filePersistence/filePersistence.ts","src/utils/filePersistence/filePersistence.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/fileRead.ts","src/utils/fileRead.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/fileReadCache.ts","src/utils/fileReadCache.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/fileStateCache.ts","src/utils/fileStateCache.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/findExecutable.ts","src/utils/findExecutable.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/format.ts","src/utils/format.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/formatBriefTimestamp.ts","src/utils/formatBriefTimestamp.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/fpsTracker.ts","src/utils/fpsTracker.ts","support_util","telemetry_data","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/frontmatterParser.ts","src/utils/frontmatterParser.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/fullscreen.ts","src/utils/fullscreen.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/generators.ts","src/utils/generators.ts","support_util","memory_context","V20-OGR-12-shared-platform-utilities","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/genericProcessUtils.ts","src/utils/genericProcessUtils.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/ghPrStatus.ts","src/utils/ghPrStatus.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/glob.ts","src/utils/glob.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/gracefulShutdown.ts","src/utils/gracefulShutdown.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/handlePromptSubmit.ts","src/utils/handlePromptSubmit.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/hash.ts","src/utils/hash.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/headlessProfiler.ts","src/utils/headlessProfiler.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/heapDumpService.ts","src/utils/heapDumpService.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/heatmap.ts","src/utils/heatmap.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/highlightMatch.tsx","src/utils/highlightMatch.tsx","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/horizontalScroll.ts","src/utils/horizontalScroll.ts","support_util","ui_interaction","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/idePathConversion.ts","src/utils/idePathConversion.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/idleTimeout.ts","src/utils/idleTimeout.ts","support_util","recovery_remote","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/imageStore.ts","src/utils/imageStore.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/imageValidation.ts","src/utils/imageValidation.ts","support_util","permission_safety","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/intl.ts","src/utils/intl.ts","support_util","telemetry_data","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/iTermBackup.ts","src/utils/iTermBackup.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/jetbrains.ts","src/utils/jetbrains.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/json.ts","src/utils/json.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/jsonRead.ts","src/utils/jsonRead.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/keyboardShortcuts.ts","src/utils/keyboardShortcuts.ts","support_util","ui_interaction","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/lazySchema.ts","src/utils/lazySchema.ts","support_util","provider_model","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/listSessionsImpl.ts","src/utils/listSessionsImpl.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/localInstaller.ts","src/utils/localInstaller.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/lockfile.ts","src/utils/lockfile.ts","support_util","telemetry_data","V20-OGR-13-other-source-owner-review","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/mailbox.ts","src/utils/mailbox.ts","support_util","tool_runtime","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/markdown.ts","src/utils/markdown.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/memory/types.ts","src/utils/memory/types.ts","support_util","memory_context","V20-OGR-12-shared-platform-utilities","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/memory/versions.ts","src/utils/memory/versions.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/memoryFileDetection.ts","src/utils/memoryFileDetection.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/modifiers.ts","src/utils/modifiers.ts","support_util","recovery_remote","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/mtls.ts","src/utils/mtls.ts","support_util","coding_workflow","V20-OGR-07-provider-migration-model-cost","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/nativeInstaller/download.ts","src/utils/nativeInstaller/download.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/nativeInstaller/index.ts","src/utils/nativeInstaller/index.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/objectGroupBy.ts","src/utils/objectGroupBy.ts","support_util","ui_interaction","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/pasteStore.ts","src/utils/pasteStore.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/path.ts","src/utils/path.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/pdf.ts","src/utils/pdf.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/peerAddress.ts","src/utils/peerAddress.ts","support_util","tool_runtime","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/plans.ts","src/utils/plans.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/platform.ts","src/utils/platform.ts","support_util","coding_workflow","V20-OGR-13-other-source-owner-review","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/powershell/dangerousCmdlets.ts","src/utils/powershell/dangerousCmdlets.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/process.ts","src/utils/process.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/profilerBase.ts","src/utils/profilerBase.ts","support_util","memory_context","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/promptCategory.ts","src/utils/promptCategory.ts","support_util","coding_workflow","V20-OGR-13-other-source-owner-review","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/promptEditor.ts","src/utils/promptEditor.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/promptShellExecution.ts","src/utils/promptShellExecution.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/QueryGuard.ts","src/utils/QueryGuard.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/queueProcessor.ts","src/utils/queueProcessor.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/readFileInRange.ts","src/utils/readFileInRange.ts","support_util","coding_workflow","V20-OGR-12-shared-platform-utilities","M","owner-review-required","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
"review_absorb_as_shared_utility_only_if_imported","utils/renderOptions.ts","src/utils/renderOptions.ts","support_util","coding_workflow","V20-OGR-06-ui-tui-visible-state","not-in-current-git-status","c2-owner-review-only","retain_only_if_dsxu_mainline_imported_else_replace_delete_candidate"
