path,primaryLabel,capability,kind,owner,action,defaultMainline,exposure,claimAllowed,modelPromptAllowed,reason
bunfig.toml,unclassified,core-or-unclear,config,Runtime Config / Release Surface,keep-release-surface,false,not-exposed,false,false,V6 Phase 0 assigns Runtime Config / Release Surface; action=keep-release-surface; cannot be used as product capability claim until owner review closes.
src/dsxu/integration/harness/agent-live-report-replay-harness.ts,unclassified,query-loop-default-runtime,source,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/integration/harness/c16-shell-full-audit-matrix.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/integration/harness/context-miss-harness.ts,unclassified,context-memory-compact,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/integration/harness/debug-matrix.json,unclassified,core-or-unclear,config,Runtime Config / Release Surface,keep-release-surface,false,doc-only,false,false,V6 Phase 0 assigns Runtime Config / Release Surface; action=keep-release-surface; cannot be used as product capability claim until owner review closes.
src/dsxu/integration/harness/repeated-failure-harness.ts,unclassified,recovery-rollback,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/integration/harness/retry-replan-harness.ts,unclassified,query-loop-default-runtime,source,Query Loop / Execution Contract,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Query Loop / Execution Contract; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/integration/harness/review-failure-harness.ts,unclassified,recovery-rollback,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/integration/harness/reviewer-recovery-harness.ts,unclassified,recovery-rollback,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/integration/index.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/msa/embedding-ollama.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/msa/index.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/network/dsxuRelayProxy.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/network/index.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/network/proxyEnv.ts,unclassified,configuration,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/network/relayPolicy.ts,unclassified,permission-safety,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/dsxu/tuning/index.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/local-work/core/task/entities/task.entity.ts,unclassified,agent-task-orchestration,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/local-work/core/task/services/task-engine.service.ts,unclassified,agent-task-orchestration,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/local-work/infrastructure/config/config.service.ts,unclassified,configuration,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/native-ts/color-diff/index.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/server/types.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/embedding/chunker.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/embedding/contract.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/embedding/index.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/embedding/store.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/embedding/voyage.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/experience/index.ts,unclassified,context-memory-compact,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/experience/self-rag.ts,unclassified,context-memory-compact,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/experience/store.ts,unclassified,context-memory-compact,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/experience/types.ts,unclassified,context-memory-compact,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/health/checks.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/health/contract.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/health/index.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/ingestion/index.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/lsp/contract.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/lsp/index.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/lsp/server.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/mcp/adapters/base.ts,unclassified,mcp-skill-workflow,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/mcp/adapters/index.ts,unclassified,mcp-skill-workflow,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/mutation/contract.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/mutation/operators.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/pbt/contract.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/pbt/templates.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/remoteManagedSettings/securityCheck.tsx,unclassified,permission-safety,service-source,Docs / Release Claim Binder,keep-release-surface,false,doc-only,false,false,V6 Phase 0 assigns Docs / Release Claim Binder; action=keep-release-surface; cannot be used as product capability claim until owner review closes.
src/services/sandbox/contract.ts,unclassified,permission-safety,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/sandbox/index.ts,unclassified,permission-safety,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/sandbox/wsl2.ts,unclassified,permission-safety,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/snapshot/index.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/static-analysis/parsers/semgrep.ts,unclassified,verification-quality-gates,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/swe-bench/index.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/services/swe-bench/types.ts,unclassified,core-or-unclear,service-source,Runtime Service Owner,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Runtime Service Owner; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/utils/math.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/utils/search/ast-grep.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/utils/search/bm25.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/utils/search/contract.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/utils/search/index.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/utils/string.ts,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/utils/vendor/ripgrep/README.md,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
src/utils/vendor/ripgrep/x64-linux/rg,unclassified,core-or-unclear,source,Owner Review Queue,classify-before-claim,false,doc-only,false,false,V6 Phase 0 assigns Owner Review Queue; action=classify-before-claim; cannot be used as product capability claim until owner review closes.
tsconfig.json,unclassified,configuration,config,Runtime Config / Release Surface,keep-release-surface,false,not-exposed,false,false,V6 Phase 0 assigns Runtime Config / Release Surface; action=keep-release-surface; cannot be used as product capability claim until owner review closes.
src/assistant/sessionHistory.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/commands/ant-trace/index.js,default-mainline,cli-command-surface,command-source,Runtime Service Owner,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/commands/mock-limits/index.js,default-mainline,cli-command-surface,command-source,Runtime Service Owner,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/apiLimits.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/betas.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/common.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/cyberRiskInstruction.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/errorIds.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/figures.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/files.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/github-app.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/keys.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/messages.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/oauth.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/outputStyles.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/product.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/prompts.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/providerMigrationProtocol.ts,default-mainline,provider-model-cost-cache,source,DeepSeek Provider / Cost Cache,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/spinnerVerbs.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/system.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/systemPromptSections.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/toolLimits.ts,default-mainline,tool-system,source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/tools.ts,default-mainline,tool-system,source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/turnCompletionVerbs.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/constants/xml.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/dsxu/engine/context-owner-rule-v1.ts,default-mainline,context-memory-compact,dsxu-engine,Query Loop / Execution Contract,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/dsxu/engine/progress-ledger.ts,default-mainline,core-or-unclear,dsxu-engine,Query Loop / Execution Contract,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/dsxu/engine/query-loop-gate-state-v1.ts,default-mainline,query-loop-default-runtime,dsxu-engine,Query Loop / Execution Contract,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/dsxu/engine/recovery/recovery-types-v3.ts,default-mainline,recovery-rollback,dsxu-engine,Query Loop / Execution Contract,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/dsxu/engine/semantic-tools.ts,default-mainline,tool-system,dsxu-engine,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/dsxu/engine/tool-evidence-pack-v1.ts,default-mainline,tool-system,dsxu-engine,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/dsxu/engine/tool-gate-v1.ts,default-mainline,tool-system,dsxu-engine,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/dsxu/engine/tool-types-v1.ts,default-mainline,tool-system,dsxu-engine,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/hooks/notifs/useModelMigrationNotifications.tsx,default-mainline,provider-model-cost-cache,source,DeepSeek Provider / Cost Cache,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/hooks/renderPlaceholder.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/hooks/useAssistantHistory.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/hooks/useVoice.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/hooks/useVoiceEnabled.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/hooks/useVoiceIntegration.tsx,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/memdir/findRelevantMemories.ts,default-mainline,core-or-unclear,source,Owner Review Queue,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/services/api/overageCreditGrant.ts,default-mainline,core-or-unclear,service-source,DeepSeek Provider / Cost Cache,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/services/mcp/providerConnectorMigration.ts,default-mainline,provider-model-cost-cache,service-source,DeepSeek Provider / Cost Cache,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/services/mockRateLimits.ts,default-mainline,core-or-unclear,service-source,Runtime Service Owner,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/services/mockRateLimitsProviderMigration/providerMigrationMockRateLimits.ts,default-mainline,provider-model-cost-cache,service-source,DeepSeek Provider / Cost Cache,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/services/mockRateLimitsProviderMigration/providerMigrationRateLimitClaim.ts,default-mainline,provider-model-cost-cache,service-source,DeepSeek Provider / Cost Cache,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/services/PromptSuggestion/speculation.ts,default-mainline,core-or-unclear,service-source,Runtime Service Owner,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/services/rateLimitMocking.ts,default-mainline,core-or-unclear,service-source,Runtime Service Owner,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/AgentTool/constants.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/BashTool/commandSemantics.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/BashTool/modeValidation.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/ConfigTool/constants.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/EnterPlanModeTool/constants.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/EnterWorktreeTool/constants.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/ExitPlanModeTool/constants.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/ExitWorktreeTool/constants.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/FileEditTool/constants.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/NotebookEditTool/constants.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/PowerShellTool/commandSemantics.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/PowerShellTool/modeValidation.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/RemoteTriggerTool/providerMigrationRemoteTriggerProvider.ts,default-mainline,provider-model-cost-cache,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/REPLTool/constants.ts,default-mainline,query-loop-default-runtime,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
src/tools/RunNativeTestTool/semanticVerificationMessages.ts,default-mainline,tool-system,tool-source,Tool Gate / Tool View,keep-mainline-owner,true,default-mainline,false,false,"V6 keeps this outside the default model prompt/tool view unless an explicit owner, switch, and acceptance evidence exist."
