path,owner,decision,capability,kind,exposure,importedByCount,activeImportCount,docReferenceCount,testReferenceCount,scriptReferenceCount,claimAllowed,modelPromptAllowed,requiredNextAction,reason,evidence
src/dsxu/engine/effort-routing.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,2,1,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=1; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/problem-slicer.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.json
src/dsxu/engine/episode-memory.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,5,3,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=5; activeImports=3; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory-pipeline.ts; activeImport:src/dsxu/engine/memory-registry.ts; activeImport:src/dsxu/engine/memory/unified-memory-manager.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/file-watcher.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,2,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/formatters.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,2,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/frontmatter-parser.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,3,2,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=2; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/frontmatter-tool.ts; activeImport:src/dsxu/engine/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/frontmatter-tool.ts,Tool Gate / Tool View,mainline-owner,tool-system,dsxu-engine,doc-only,1,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/extended-tools.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/git-tools.ts,Tool Gate / Tool View,mainline-owner,tool-system,dsxu-engine,doc-only,2,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/graph/graph-memory.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,6,2,8,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=6; activeImports=2; docRefs=8; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/graph/index.ts; activeImport:src/dsxu/engine/retrieval/graph-retrieval.ts; docRef:docs/DSXU_V20_MASTER_PLAN_20260514.md; docRef:docs/DSXU_V20_OWNER_GIT_REVIEW_EXECUTION_20260514.md
src/dsxu/engine/graph/types.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,6,4,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=6; activeImports=4; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/graph/graph-memory.ts; activeImport:src/dsxu/engine/graph/index.ts; activeImport:src/dsxu/engine/retrieval/graph-retrieval.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/lifecycle-protocol-manager.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,3,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/magic-docs-tool.ts,Tool Gate / Tool View,mainline-owner,tool-system,dsxu-engine,doc-only,1,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/extended-tools.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/magic-docs.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,3,2,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=2; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; activeImport:src/dsxu/engine/magic-docs-tool.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/memory-pipeline.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,2,2,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=2; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory/index.ts; activeImport:src/dsxu/engine/memory/utils.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/memory-registry.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,1,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory-pipeline.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/memory/episode-memory.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,2,2,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=2; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory/index.ts; activeImport:src/dsxu/engine/memory/utils.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/memory/memory-extractor.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,2,2,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=2; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory/index.ts; activeImport:src/dsxu/engine/memory/utils.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/memory/memory-registry.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,4,4,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=4; activeImports=4; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory/episode-memory.ts; activeImport:src/dsxu/engine/memory/index.ts; activeImport:src/dsxu/engine/memory/memory-search.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/memory/memory-search.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,2,2,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=2; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory/index.ts; activeImport:src/dsxu/engine/memory/utils.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/memory/memory-system.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,5,2,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=5; activeImports=2; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/graph/graph-memory.ts; activeImport:src/dsxu/engine/memory/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/memory/types.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,8,7,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=8; activeImports=7; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory/episode-memory.ts; activeImport:src/dsxu/engine/memory/index.ts; activeImport:src/dsxu/engine/memory/memory-extractor.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/memory/unified-memory-manager.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,1,1,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory-context-compact/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/memory/utils.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,1,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/memory/index.ts; docRef:docs/DSXU_V6_OWNER_REVIEW_DECISIONS_20260519.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/model-gateway-client.ts,DeepSeek Provider / Cost Cache,mainline-owner,provider-model-cost-cache,dsxu-engine,doc-only,2,1,6,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=1; docRefs=6; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/llm-adapter.ts; docRef:docs/DSXU_V2_EXECUTION_PLAN_20260518_CN.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/model-limits.ts,DeepSeek Provider / Cost Cache,mainline-owner,provider-model-cost-cache,dsxu-engine,doc-only,8,4,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=8; activeImports=4; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/api-microcompact-bridge.ts; activeImport:src/dsxu/engine/index.ts; activeImport:src/dsxu/engine/proxy-budget-guard.ts; docRef:docs/DSXU_V2_EXECUTION_PLAN_20260518_CN.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/parallel-tools.ts,Tool Gate / Tool View,mainline-owner,tool-system,dsxu-engine,doc-only,2,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; docRef:docs/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/patch-engine.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,2,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/adapters/file-edit-adapter.ts; docRef:docs/generated/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.json; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/profiles/index.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,3,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/query-loop.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/prompt-cache-break-detection.ts,DeepSeek Provider / Cost Cache,mainline-owner,provider-model-cost-cache,dsxu-engine,doc-only,3,2,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=2; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; activeImport:src/dsxu/engine/query-loop.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/prompt-profile.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,1,1,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/profiles/index.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/prompt-section-router.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,3,1,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=1; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; docRef:docs/DSXU_V6_DEEPSEEK_NATIVE_ENGINEERING_RUNTIME_20260519_CN.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/proxy-budget-guard.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,2,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; docRef:docs/generated/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.json; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/recovery/types.ts,Query Loop / Execution Contract,mainline-owner,recovery-rollback,dsxu-engine,doc-only,4,2,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=4; activeImports=2; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/recovery/integration.ts; activeImport:src/dsxu/engine/recovery/recovery-planner.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/repo-brain.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,3,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/graph/graph-memory.ts; docRef:docs/generated/DSXU_CAPABILITY_ACCEPTANCE_AUDIT_20260516.json; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/retry.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,3,2,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=2; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; activeImport:src/dsxu/engine/reasonix-cache-hardening.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/reviewer-subagent.ts,Query Loop / Execution Contract,mainline-owner,agent-task-orchestration,dsxu-engine,doc-only,6,1,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=6; activeImports=1; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/index.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/runtime/index.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,1,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/session.ts; docRef:docs/DSXU_V20_P0_SOURCE_CLEANUP_EXECUTION_20260514.md; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json
src/dsxu/engine/runtime/persist/adapter.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,8,7,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=8; activeImports=7; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/runtime/example.ts; activeImport:src/dsxu/engine/runtime/index.ts; activeImport:src/dsxu/engine/runtime/legacy-adapter.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/runtime/persist/filesystem-adapter.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,2,2,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=2; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/runtime/index.ts; activeImport:src/dsxu/engine/runtime/persist/adapter.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/runtime/persist/memory-adapter.ts,Query Loop / Execution Contract,mainline-owner,context-memory-compact,dsxu-engine,doc-only,4,3,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=4; activeImports=3; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/runtime/example.ts; activeImport:src/dsxu/engine/runtime/index.ts; activeImport:src/dsxu/engine/runtime/persist/adapter.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/runtime/session/model.ts,DeepSeek Provider / Cost Cache,mainline-owner,provider-model-cost-cache,dsxu-engine,doc-only,8,7,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=8; activeImports=7; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/runtime/example.ts; activeImport:src/dsxu/engine/runtime/index.ts; activeImport:src/dsxu/engine/runtime/legacy-adapter.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/runtime/task/runner.ts,Query Loop / Execution Contract,mainline-owner,agent-task-orchestration,dsxu-engine,doc-only,3,2,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=3; activeImports=2; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/runtime/example.ts; activeImport:src/dsxu/engine/runtime/index.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/session-adapter.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,2,2,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=2; activeImports=2; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/session-output.ts; activeImport:src/dsxu/engine/session.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/session-os-control.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,1,1,5,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=5; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/session.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
src/dsxu/engine/session-output.ts,Query Loop / Execution Contract,mainline-owner,core-or-unclear,dsxu-engine,doc-only,1,1,4,0,0,false,false,Keep under named DSXU owner; bind future claims to source/test/live evidence before release.,"Real src import/use evidence points to a DSXU owner; keep the behavior in that owner, but block public claims until acceptance evidence exists.",importedBy=1; activeImports=1; docRefs=4; testRefs=0; scriptRefs=0; activeImport:src/dsxu/engine/session.ts; docRef:docs/generated/DSXU_CAPABILITY_TRUTH_MATRIX_20260519.json; docRef:docs/generated/DSXU_REASONIX_COMPARATIVE_CODE_AUDIT_20260517.json
