id,priority,mechanismArea,mechanismClass,role,phase,title,dsxuOwner,value,deepseekAdaptation,implementationBoundary,acceptanceEvidence
RSB-0286,P0,Terminal / Shell Reliability,execution-boundary,ecosystem integrator,preflight / plan,Terminal / Shell Reliability for ecosystem integrator during preflight / plan,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0287,P0,Terminal / Shell Reliability,execution-boundary,ecosystem integrator,execution / action,Terminal / Shell Reliability for ecosystem integrator during execution / action,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0288,P1,Terminal / Shell Reliability,execution-boundary,ecosystem integrator,failure / diagnosis,Terminal / Shell Reliability for ecosystem integrator during failure / diagnosis,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0289,P1,Terminal / Shell Reliability,execution-boundary,ecosystem integrator,recovery / retry,Terminal / Shell Reliability for ecosystem integrator during recovery / retry,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0290,P2,Terminal / Shell Reliability,execution-boundary,ecosystem integrator,proof / release evidence,Terminal / Shell Reliability for ecosystem integrator during proof / release evidence,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0291,P0,Terminal / Shell Reliability,execution-boundary,new user operator,preflight / plan,Terminal / Shell Reliability for new user operator during preflight / plan,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0292,P0,Terminal / Shell Reliability,execution-boundary,new user operator,execution / action,Terminal / Shell Reliability for new user operator during execution / action,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0293,P1,Terminal / Shell Reliability,execution-boundary,new user operator,failure / diagnosis,Terminal / Shell Reliability for new user operator during failure / diagnosis,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0294,P1,Terminal / Shell Reliability,execution-boundary,new user operator,recovery / retry,Terminal / Shell Reliability for new user operator during recovery / retry,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0295,P2,Terminal / Shell Reliability,execution-boundary,new user operator,proof / release evidence,Terminal / Shell Reliability for new user operator during proof / release evidence,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0296,P0,Terminal / Shell Reliability,execution-boundary,maintainer reviewer,preflight / plan,Terminal / Shell Reliability for maintainer reviewer during preflight / plan,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0297,P0,Terminal / Shell Reliability,execution-boundary,maintainer reviewer,execution / action,Terminal / Shell Reliability for maintainer reviewer during execution / action,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0298,P1,Terminal / Shell Reliability,execution-boundary,maintainer reviewer,failure / diagnosis,Terminal / Shell Reliability for maintainer reviewer during failure / diagnosis,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0299,P1,Terminal / Shell Reliability,execution-boundary,maintainer reviewer,recovery / retry,Terminal / Shell Reliability for maintainer reviewer during recovery / retry,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0300,P2,Terminal / Shell Reliability,execution-boundary,maintainer reviewer,proof / release evidence,Terminal / Shell Reliability for maintainer reviewer during proof / release evidence,Terminal lifecycle owner,命令执行前有计划，执行后有 exit、key lines、artifact、失败修复。 角色侧重点：owner packets、dirty 归因、PR/issue、删除候选和长期维护。,长 stdout/stderr 落 artifact，只给 Flash bounded preview。,不能用脚本输出冒充真实 TUI/CLI 体验。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0301,P0,Failure / Repair Loop,cognitive-workflow,senior feature engineer,preflight / plan,Failure / Repair Loop for senior feature engineer during preflight / plan,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0302,P0,Failure / Repair Loop,cognitive-workflow,senior feature engineer,execution / action,Failure / Repair Loop for senior feature engineer during execution / action,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0303,P1,Failure / Repair Loop,cognitive-workflow,senior feature engineer,failure / diagnosis,Failure / Repair Loop for senior feature engineer during failure / diagnosis,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0304,P1,Failure / Repair Loop,cognitive-workflow,senior feature engineer,recovery / retry,Failure / Repair Loop for senior feature engineer during recovery / retry,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0305,P2,Failure / Repair Loop,cognitive-workflow,senior feature engineer,proof / release evidence,Failure / Repair Loop for senior feature engineer during proof / release evidence,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0306,P0,Failure / Repair Loop,cognitive-workflow,debugging engineer,preflight / plan,Failure / Repair Loop for debugging engineer during preflight / plan,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：失败复现、根因定位、修复、回归和证据。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0307,P0,Failure / Repair Loop,cognitive-workflow,debugging engineer,execution / action,Failure / Repair Loop for debugging engineer during execution / action,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：失败复现、根因定位、修复、回归和证据。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0308,P1,Failure / Repair Loop,cognitive-workflow,debugging engineer,failure / diagnosis,Failure / Repair Loop for debugging engineer during failure / diagnosis,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：失败复现、根因定位、修复、回归和证据。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0309,P1,Failure / Repair Loop,cognitive-workflow,debugging engineer,recovery / retry,Failure / Repair Loop for debugging engineer during recovery / retry,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：失败复现、根因定位、修复、回归和证据。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0310,P2,Failure / Repair Loop,cognitive-workflow,debugging engineer,proof / release evidence,Failure / Repair Loop for debugging engineer during proof / release evidence,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：失败复现、根因定位、修复、回归和证据。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0311,P0,Failure / Repair Loop,cognitive-workflow,technical lead,preflight / plan,Failure / Repair Loop for technical lead during preflight / plan,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0312,P0,Failure / Repair Loop,cognitive-workflow,technical lead,execution / action,Failure / Repair Loop for technical lead during execution / action,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0313,P1,Failure / Repair Loop,cognitive-workflow,technical lead,failure / diagnosis,Failure / Repair Loop for technical lead during failure / diagnosis,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0314,P1,Failure / Repair Loop,cognitive-workflow,technical lead,recovery / retry,Failure / Repair Loop for technical lead during recovery / retry,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0315,P2,Failure / Repair Loop,cognitive-workflow,technical lead,proof / release evidence,Failure / Repair Loop for technical lead during proof / release evidence,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0316,P0,Failure / Repair Loop,cognitive-workflow,terminal operator,preflight / plan,Failure / Repair Loop for terminal operator during preflight / plan,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0317,P0,Failure / Repair Loop,cognitive-workflow,terminal operator,execution / action,Failure / Repair Loop for terminal operator during execution / action,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0318,P1,Failure / Repair Loop,cognitive-workflow,terminal operator,failure / diagnosis,Failure / Repair Loop for terminal operator during failure / diagnosis,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0319,P1,Failure / Repair Loop,cognitive-workflow,terminal operator,recovery / retry,Failure / Repair Loop for terminal operator during recovery / retry,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0320,P2,Failure / Repair Loop,cognitive-workflow,terminal operator,proof / release evidence,Failure / Repair Loop for terminal operator during proof / release evidence,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0321,P0,Failure / Repair Loop,cognitive-workflow,release owner,preflight / plan,Failure / Repair Loop for release owner during preflight / plan,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0322,P0,Failure / Repair Loop,cognitive-workflow,release owner,execution / action,Failure / Repair Loop for release owner during execution / action,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0323,P1,Failure / Repair Loop,cognitive-workflow,release owner,failure / diagnosis,Failure / Repair Loop for release owner during failure / diagnosis,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0324,P1,Failure / Repair Loop,cognitive-workflow,release owner,recovery / retry,Failure / Repair Loop for release owner during recovery / retry,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0325,P2,Failure / Repair Loop,cognitive-workflow,release owner,proof / release evidence,Failure / Repair Loop for release owner during proof / release evidence,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0326,P0,Failure / Repair Loop,cognitive-workflow,security reviewer,preflight / plan,Failure / Repair Loop for security reviewer during preflight / plan,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0327,P0,Failure / Repair Loop,cognitive-workflow,security reviewer,execution / action,Failure / Repair Loop for security reviewer during execution / action,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0328,P1,Failure / Repair Loop,cognitive-workflow,security reviewer,failure / diagnosis,Failure / Repair Loop for security reviewer during failure / diagnosis,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0329,P1,Failure / Repair Loop,cognitive-workflow,security reviewer,recovery / retry,Failure / Repair Loop for security reviewer during recovery / retry,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0330,P2,Failure / Repair Loop,cognitive-workflow,security reviewer,proof / release evidence,Failure / Repair Loop for security reviewer during proof / release evidence,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：权限、secret、网络、MCP、browser 和插件风险。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0331,P0,Failure / Repair Loop,cognitive-workflow,performance engineer,preflight / plan,Failure / Repair Loop for performance engineer during preflight / plan,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：成本、cache、latency、tool output 和 token budget。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0332,P0,Failure / Repair Loop,cognitive-workflow,performance engineer,execution / action,Failure / Repair Loop for performance engineer during execution / action,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：成本、cache、latency、tool output 和 token budget。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0333,P1,Failure / Repair Loop,cognitive-workflow,performance engineer,failure / diagnosis,Failure / Repair Loop for performance engineer during failure / diagnosis,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：成本、cache、latency、tool output 和 token budget。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0334,P1,Failure / Repair Loop,cognitive-workflow,performance engineer,recovery / retry,Failure / Repair Loop for performance engineer during recovery / retry,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：成本、cache、latency、tool output 和 token budget。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0335,P2,Failure / Repair Loop,cognitive-workflow,performance engineer,proof / release evidence,Failure / Repair Loop for performance engineer during proof / release evidence,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：成本、cache、latency、tool output 和 token budget。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0336,P0,Failure / Repair Loop,cognitive-workflow,ecosystem integrator,preflight / plan,Failure / Repair Loop for ecosystem integrator during preflight / plan,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0337,P0,Failure / Repair Loop,cognitive-workflow,ecosystem integrator,execution / action,Failure / Repair Loop for ecosystem integrator during execution / action,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0338,P1,Failure / Repair Loop,cognitive-workflow,ecosystem integrator,failure / diagnosis,Failure / Repair Loop for ecosystem integrator during failure / diagnosis,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0339,P1,Failure / Repair Loop,cognitive-workflow,ecosystem integrator,recovery / retry,Failure / Repair Loop for ecosystem integrator during recovery / retry,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0340,P2,Failure / Repair Loop,cognitive-workflow,ecosystem integrator,proof / release evidence,Failure / Repair Loop for ecosystem integrator during proof / release evidence,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：MCP、Skill、IDE/API、external adapter 和冲突处理。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0341,P0,Failure / Repair Loop,cognitive-workflow,new user operator,preflight / plan,Failure / Repair Loop for new user operator during preflight / plan,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0342,P0,Failure / Repair Loop,cognitive-workflow,new user operator,execution / action,Failure / Repair Loop for new user operator during execution / action,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0343,P1,Failure / Repair Loop,cognitive-workflow,new user operator,failure / diagnosis,Failure / Repair Loop for new user operator during failure / diagnosis,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0344,P1,Failure / Repair Loop,cognitive-workflow,new user operator,recovery / retry,Failure / Repair Loop for new user operator during recovery / retry,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0345,P2,Failure / Repair Loop,cognitive-workflow,new user operator,proof / release evidence,Failure / Repair Loop for new user operator during proof / release evidence,Failure taxonomy / recovery owner,失败被分类、定位、修复、重测和报告，而不是被 narration 掩盖。 角色侧重点：首次 key、doctor、help、demo、错误恢复和信任感。,失败摘要进入动态尾部，稳定目标和 source anchors 保持不变。,不能把单次重试写成恢复能力达标。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
